id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
teocratico-sostenible-fidelidad,fidelidad,,F,empieza,teocratico,relato-biblico-infantil|sostenible,1,Ser leal y cumplir siempre lo que uno promete.,Cualidad de quien permanece digno de confianza y no abandona sus compromisos.,Lealtad constante que forma parte del fruto producido por el espíritu santo.,"La cualidad que José mantuvo ante su amo humano y, sobre todo, ante Jehová.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/galatas/5/#v22
teocratico-sostenible-fiel,fiel,,F,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona que sigue obedeciendo a Jehová aunque sea difícil.,"Alguien leal, confiable y constante en su servicio a Dios.",Calificativo que mereció Daniel porque sus enemigos no hallaron negligencia ni corrupción en él.,Quien recibe esta descripción permanece digno de confianza incluso en lo mínimo.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/daniel/6/#v4
teocratico-sostenible-frasco,frasco,,F,empieza,teocratico,relato-biblico-infantil|sostenible,1,Envase pequeño donde se guarda perfume o algún líquido.,"Recipiente de vidrio, barro o piedra usado para contener sustancias.",Vasija que una mujer rompió para derramar nardo muy costoso sobre la cabeza de Jesús.,"En Betania, su contenido valía más de trescientos denarios y provocó críticas de algunos presentes.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/marcos/14/#v3
teocratico-sostenible-frente,frente,,F,empieza,teocratico,relato-biblico-infantil|sostenible,1,Parte de la cara que está arriba de los ojos.,Zona del rostro situada entre las cejas y el nacimiento del cabello.,Parte de la cabeza en la que se hundió la piedra lanzada por David.,El único proyectil del joven pastor alcanzó allí al campeón filisteo antes de que cayera al suelo.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/17/#v49
teocratico-sostenible-funeral,funeral,,F,empieza,teocratico,relato-biblico-infantil|sostenible,1,Reunión para despedir a alguien que ha muerto.,Ceremonia realizada con motivo de la muerte y sepultura de una persona.,Acto de duelo en el que familiares y amigos recuerdan al fallecido y acompañan a quienes sufren.,Hombres devotos organizaron uno para Esteban y expresaron gran tristeza por él.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/8/#v2
teocratico-sostenible-fugitivo,fugitivo,,F,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona que escapa porque la buscan o está en peligro.,Alguien que huye de un lugar para evitar que lo capturen o le hagan daño.,Condición de quien abandona apresuradamente su residencia y procura refugio en otro sitio.,Agar adquirió esta condición al marcharse de la casa de Sarai hacia el desierto.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/16/#v6
teocratico-sostenible-fundidor,fundidor,,F,empieza,teocratico,relato-biblico-infantil|sostenible,1,Trabajador que derrite metal para darle otra forma.,"Artesano especializado en fundir oro, plata u otros metales y fabricar objetos.","Oficio antiguo que requería horno, moldes y habilidad para convertir metal líquido en una pieza.",Miqueas entregó plata a uno de estos artesanos para producir una imagen tallada y una estatua metálica.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/jueces/17/#v4
teocratico-sostenible-gracia,gracia,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Manera agradable y amable de hablar o actuar.,Cualidad que hace atractivas y bondadosas las palabras o acciones.,"Favor y amabilidad que no se deben a una obligación, sino a la buena disposición de quien los muestra.",Los habitantes de Nazaret se maravillaron de las palabras llenas de esta cualidad que salían de la boca de Jesús.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/lucas/4/#v22
teocratico-sostenible-gratitud,gratitud,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Sentir ganas de dar las gracias por algo bueno recibido.,"Reconocimiento agradecido por un favor, ayuda o regalo.",Actitud que valora las bondades recibidas y mueve a expresarlo con palabras y acciones.,Pablo aconsejó que esta disposición dominara el corazón de los cristianos.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/colosenses/3/#v15
teocratico-sostenible-generosidad,generosidad,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Compartir con alegría lo que tenemos.,"Disposición a dar tiempo, ayuda o bienes sin egoísmo.",Cualidad que lleva a contribuir voluntariamente y de corazón a las necesidades ajenas.,"Dios ama a quien da con alegría, no de mala gana ni por obligación.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-corintios/9/#v7
teocratico-sostenible-gobernador,gobernador,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona que dirige una provincia o territorio.,Autoridad encargada de administrar una región en nombre de un poder superior.,Cargo romano que ocuparon Félix y Festo en Judea durante el encarcelamiento de Pablo.,Claudio Lisias decidió enviar al apóstol a Cesarea para comparecer ante quien ejercía esta autoridad.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/23/#v24
teocratico-sostenible-grano,grano,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Semillita que se planta o se usa como alimento.,Semilla de cereales como trigo o cebada.,Parte que se forma y madura en una espiga antes de la cosecha.,"En la comparación de Jesús, aparece después del tallo y antes de que llegue la hoz.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/marcos/4/#v28
teocratico-sostenible-granero,granero,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Edificio donde se guarda el cereal cosechado.,Almacén destinado a conservar trigo y otros productos del campo.,"Construcción que protege las reservas de alimento contra la humedad, los animales y la escasez.",José llenó instalaciones de esta clase durante los siete años de abundancia en Egipto.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/41/#v48
teocratico-sostenible-ganado,ganado,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,"Grupo de animales domésticos como vacas, ovejas o cabras.","Conjunto de animales criados para obtener alimento, trabajo u otros productos.",Riqueza formada por rebaños y manadas que requerían pastores y terrenos de pastoreo.,La gran cantidad que poseían Abrahán y Lot hizo insuficiente la tierra para ambos.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/13/#v2
teocratico-sostenible-gallo,gallo,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Ave de corral que canta al amanecer.,"Macho de la gallina, conocido por su canto fuerte.",Ave cuyo canto sirvió de señal para que Pedro recordara una advertencia de Jesús.,Sonó inmediatamente después de la tercera negación pronunciada en el patio del sumo sacerdote.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/26/#v74
teocratico-sostenible-gorrion,gorrión,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Pajarito pequeño y común que Jehová nunca olvida.,Ave pequeña de poco valor comercial en tiempos bíblicos.,Pájaro que Jesús utilizó para enseñar que el Padre observa y valora incluso a criaturas humildes.,"Dos se vendían por una moneda de poco valor, pero ninguno caía sin que Dios lo supiera.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/10/#v29
teocratico-sostenible-getsemani,Getsemaní,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Jardín al que Jesús fue a orar la noche que lo arrestaron.,Lugar del monte de los Olivos donde Jesús estuvo con sus discípulos antes de ser detenido.,Sitio al que llegaron Judas y una multitud armada después de la última cena.,Allí tres apóstoles se quedaron dormidos mientras su Maestro oraba con profunda angustia.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/26/#v36
teocratico-sostenible-golgota,Gólgota,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Lugar donde clavaron a Jesús en el madero.,Sitio situado fuera de Jerusalén donde Jesús fue ejecutado.,Nombre hebreo o arameo del paraje llamado Lugar de la Calavera.,Jesús llevó hasta allí su madero antes de quedar entre otros dos condenados.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/19/#v17
teocratico-sostenible-galilea,Galilea,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,"Región donde Jesús vivió, enseñó e hizo muchos milagros.",Zona del norte de Israel que incluía ciudades como Nazaret y Capernaúm.,Territorio alrededor de un conocido mar en el que transcurrió buena parte del ministerio de Cristo.,Isaías había anunciado una gran luz para esta región asociada a Zabulón y Neftalí.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/4/#v23
teocratico-sostenible-gaza,Gaza,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Ciudad hacia la que viajaba el funcionario etíope.,Antigua ciudad filistea situada al sudoeste de Jerusalén.,Destino mencionado por el ángel al enviar a Felipe a un camino desértico.,"Sansón cargó las puertas de esta ciudad, que siglos después figuró en el itinerario del viajero bautizado.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/8/#v26
teocratico-sostenible-gomorra,Gomorra,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Ciudad malvada que fue destruida junto con Sodoma.,Una de las ciudades de la llanura castigadas con fuego y azufre.,Localidad cuyo final quedó como advertencia bíblica contra la conducta inmoral y rebelde.,"Lot no residía en ella, pero su nombre quedó unido al de su vecina en una expresión proverbial de juicio.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/19/#v24
teocratico-sostenible-genesis,Génesis,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,"Primer libro de la Biblia, donde se cuenta la creación.",Libro bíblico que narra los comienzos del mundo y de la familia humana.,Relato inspirado que abarca desde la creación hasta la muerte de José en Egipto.,"Su nombre significa origen o nacimiento, y sus primeras palabras sitúan a Dios en el principio.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/1/#v1
teocratico-sostenible-gad,Gad,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Hijo de Jacob que dio nombre a una tribu de Israel.,"Séptimo hijo de Jacob, nacido de Zilpá, la sierva de Lea.",Patriarca cuya descendencia recibió territorio al este del Jordán.,Lea relacionó su nacimiento con la buena fortuna; después Moisés comparó su tribu con un león.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/30/#v11
teocratico-sostenible-gabaon,Gabaón,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Ciudad que hizo un acuerdo de paz con Josué.,Ciudad cananea cuyos habitantes engañaron a Israel fingiendo venir de un país lejano.,"Localidad cuyos enviados llevaron pan seco, odres gastados y ropa vieja para conseguir un pacto.",El sol pareció detenerse mientras Josué defendía a sus habitantes de una coalición de reyes.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/josue/9/#v3
teocratico-sostenible-guijarro,guijarro,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,"Piedrita pequeña, lisa y redondeada por el agua.",Piedra pulida por el agua que puede recogerse en un arroyo.,Proyectil sencillo que un hondero podía lanzar con gran precisión.,"David escogió cinco del cauce, guardó uno en su bolsa y con él derribó a Goliat.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/17/#v40
teocratico-sostenible-guia,guía,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona que muestra el camino a otros.,Quien orienta o dirige a alguien para que llegue a un lugar o tome buenas decisiones.,Título que Jesús reservó para el Cristo al advertir contra la búsqueda de posiciones religiosas.,"Los escribas pretendían conducir a otros, aunque su ceguera espiritual los hacía poco aptos para esta función.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/23/#v10
teocratico-sostenible-gobierno,gobierno,,G,empieza,teocratico,relato-biblico-infantil|sostenible,1,Grupo de personas que dirige un país o territorio.,Sistema de autoridad encargado de administrar una nación.,"Poder organizado que establece normas, toma decisiones y ejerce dirección sobre sus súbditos.",Isaías anunció que esta responsabilidad descansaría sobre los hombros del Príncipe de Paz.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/isaias/9/#v6
teocratico-sostenible-hijo,hijo,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Varón que nace de un padre y una madre.,Descendiente varón respecto de sus padres.,Relación familiar que tenía Isaac con Abrahán y Sara.,El niño de la promesa recibió este vínculo cuando nació de un hombre centenario.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/21/#v3
teocratico-sostenible-hija,hija,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Niña o mujer respecto de sus padres.,Descendiente femenina de un padre y una madre.,Vínculo familiar que tenían con Lot las jóvenes que escaparon de Sodoma.,Dos mujeres salieron de la ciudad condenada junto al hombre del que descendían.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/19/#v8
teocratico-sostenible-hombre,hombre,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,"Ser humano varón, como lo fue Adán.",Persona adulta de sexo masculino.,Ser humano que Jehová formó del polvo antes de crear a Eva.,El primero recibió aliento de vida y la tarea de cuidar Edén.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/2/#v7
teocratico-sostenible-hogar,hogar,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Lugar donde vive una persona o una familia.,Casa considerada como espacio de convivencia y seguridad familiar.,Ambiente familiar que se construye con sabiduría y discernimiento.,No es solo paredes: los Proverbios dicen que hace falta entendimiento para establecerlo.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/proverbios/24/#v3
teocratico-sostenible-humildad,humildad,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,No creerse mejor ni más importante que los demás.,Cualidad de quien reconoce sus límites y trata a otros sin orgullo.,Actitud que lleva a considerar superiores a los demás y evita la rivalidad.,Jesús la mostró al rebajarse y asumir la condición de esclavo.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/filipenses/2/#v3
teocratico-sostenible-hospitalidad,hospitalidad,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Recibir con cariño a quienes llegan de visita.,"Amabilidad al ofrecer alojamiento, alimento y atención a otras personas.",Virtud cristiana que puede llevar a atender incluso a desconocidos.,Algunos alojaron ángeles sin saberlo por practicarla.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hebreos/13/#v2
teocratico-sostenible-higuera,higuera,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Árbol de hojas grandes que produce ricos higos.,Árbol frutal de hojas grandes mencionado con frecuencia en la Biblia.,Planta que Jesús examinó buscando fruto y luego empleó en una lección.,Natanael estaba debajo de una cuando Cristo dijo haberlo visto.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/marcos/11/#v13
teocratico-sostenible-higo,higo,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Fruto dulce que nace en la higuera.,Fruta blanda con muchas semillas pequeñas en su interior.,"Alimento que se consumía fresco, seco o prensado en tortas en tiempos bíblicos.",Una torta hecha con este fruto ayudó a recuperarse al egipcio abandonado por un amalecita.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/30/#v12
teocratico-sostenible-hierba,hierba,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Planta pequeña y verde que crece cerca del suelo.,"Vegetación baja, generalmente de tallo tierno.",Una de las formas de vida vegetal que apareció durante el tercer día creativo.,Jesús comparó su corta existencia con algo que hoy está en el campo y mañana va al horno.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/1/#v12
teocratico-sostenible-harina,harina,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Polvo de cereal con el que se hace pan.,Producto obtenido al moler trigo u otros granos.,Ingrediente básico que se mezclaba y amasaba para preparar panes y ofrendas.,Sara tomó tres medidas de la mejor para atender rápidamente a tres visitantes.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/18/#v6
teocratico-sostenible-herencia,herencia,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Bien o propiedad que una persona recibe de su familia.,Posesiones o derechos transmitidos por alguien al morir.,Porción familiar que la Ley protegía para que permaneciera dentro de una tribu.,Las hijas de Zelofehad solicitaron una al no tener hermanos varones.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/numeros/27/#v7
teocratico-sostenible-habitacion,habitación,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cuarto de una casa donde alguien vive o duerme.,Espacio interior de una vivienda destinado a un uso particular.,Aposento que podía prepararse para alojar con comodidad a un visitante.,"La sunamita hizo una pequeña en la azotea, con cama, mesa, silla y lámpara, para Eliseo.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-reyes/4/#v10
teocratico-sostenible-habacuc,Habacuc,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Profeta que siguió confiando en Jehová durante tiempos difíciles.,Escritor de un libro profético que preguntó por qué Dios permitía la violencia.,Siervo que aprendió que el justo viviría por su fidelidad y aguardó con paciencia.,"Aunque faltaran higos, uvas, aceitunas y ganado, decidió alegrarse en Jehová.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/habacuc/1/#v1
teocratico-sostenible-hageo,Hageo,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Profeta que animó a reconstruir el templo.,Mensajero de Jehová que habló a los judíos después del destierro en Babilonia.,Contemporáneo de Zacarías que impulsó a Zorobabel y Josué a reanudar una obra detenida.,En el segundo año de Darío preguntó por qué el pueblo vivía en casas revestidas mientras la casa de Dios estaba en ruinas.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/ageo/1/#v1
teocratico-sostenible-hebron,Hebrón,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,"Ciudad donde vivieron Abrahán, Isaac y Jacob.",Antigua ciudad de Judá situada en una región montañosa.,Lugar cercano a los árboles grandes de Mamré donde Abrahán levantó un altar.,David reinó allí siete años y medio antes de gobernar desde Jerusalén.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/13/#v18
teocratico-sostenible-horeb,Horeb,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Montaña donde Jehová habló con Moisés desde una zarza.,Nombre aplicado al monte de Dios relacionado con la región del Sinaí.,Lugar al que Moisés llevó el rebaño de Jetró cuando vio un arbusto que ardía sin consumirse.,Elías llegó hasta esta montaña tras caminar cuarenta días y oyó una voz calmada y baja.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/3/#v1
teocratico-sostenible-huerfano,huérfano,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Niño que ha perdido a su padre o a sus padres.,Menor privado del cuidado de uno o ambos progenitores.,Persona vulnerable a quien la Ley mandaba proteger junto con viudas y residentes extranjeros.,Santiago relacionó cuidarlo en su sufrimiento con la adoración limpia.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/santiago/1/#v27
teocratico-sostenible-hueso,hueso,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Parte dura que está dentro del cuerpo y forma el esqueleto.,Pieza rígida del esqueleto que sostiene y protege el organismo.,Elemento corporal del que Jehová formó a la primera mujer.,Adán reconoció a su nueva compañera como parte de sí usando la expresión carne de mi carne.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/2/#v23
teocratico-sostenible-huida,huida,,H,empieza,teocratico,relato-biblico-infantil|sostenible,1,Escape rápido para alejarse de un peligro.,Acción de abandonar un lugar apresuradamente para ponerse a salvo.,Retirada que Jesús dijo que sus discípulos tendrían que emprender cuando Jerusalén estuviera amenazada.,Debían orar para que no ocurriera en invierno ni en sábado.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/24/#v20
