id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
general-hilo,hilo,,H,empieza,general,general,1,"Hebra larga y fina que se usa para coser.","Fibra torcida y continua empleada para unir telas o fabricar tejidos.","Cuerpo filiforme de material textil cuya continuidad permite labores de costura y tejido.",Diccionario de la lengua española,https://dle.rae.es/hilo
general-hipopotamo,hipopótamo,hipopotamo,H,empieza,general,general,1,"Mamífero africano grande que pasa mucho tiempo en el agua.","Animal herbívoro de cuerpo pesado que vive en ríos y lagos de África.","Paquidermo semiacuático de enorme boca emparentado evolutivamente con los cetáceos.",Diccionario de la lengua española,https://dle.rae.es/hipopótamo
general-horizonte,horizonte,,H,empieza,general,general,1,"Línea donde parece que el cielo se une con la tierra o el mar.","Límite aparente del paisaje hasta donde alcanza la vista.","Circunferencia visual determinada por la intersección aparente de la superficie terrestre y la bóveda celeste.",Diccionario de la lengua española,https://dle.rae.es/horizonte
general-idioma,idioma,,I,empieza,general,general,1,"Lengua que usa una comunidad para comunicarse.","Sistema de palabras y reglas compartido por los hablantes de un pueblo o nación.","Código lingüístico históricamente desarrollado y empleado como vehículo de comunicación colectiva.",Diccionario de la lengua española,https://dle.rae.es/idioma
general-iglesia,iglesia,,I,empieza,general,general,1,"Edificio donde se reúnen cristianos para celebrar actos religiosos.","Templo cristiano y también comunidad formada por sus creyentes.","Voz que puede designar tanto una congregación religiosa como el edificio destinado a su culto.",Diccionario de la lengua española,https://dle.rae.es/iglesia
general-iman,imán,iman,I,empieza,general,general,1,"Objeto que atrae el hierro.","Cuerpo que produce un campo magnético y atrae ciertos metales.","Material cuyos dominios alineados originan polos capaces de ejercer fuerzas a distancia.",Diccionario de la lengua española,https://dle.rae.es/imán
general-incendio,incendio,,I,empieza,general,general,1,"Fuego grande que destruye lo que no debía quemarse.","Combustión fuera de control que puede afectar edificios campos o bosques.","Siniestro causado por llamas que se propagan sin control y exige labores de extinción.",Diccionario de la lengua española,https://dle.rae.es/incendio
general-indice,índice,indice,I,empieza,general,general,1,"Lista que ayuda a encontrar los temas o capítulos de un libro.","Relación ordenada de contenidos con indicación de la página donde aparecen.","Instrumento de consulta que localiza materias nombres o secciones dentro de una obra.",Diccionario de la lengua española,https://dle.rae.es/índice
general-insecto,insecto,,I,empieza,general,general,1,"Animal pequeño con seis patas como una hormiga o una mosca.","Artrópodo cuyo cuerpo adulto se divide normalmente en cabeza tórax y abdomen.","Invertebrado de la clase más diversa de los artrópodos caracterizado por tres pares de patas.",Diccionario de la lengua española,https://dle.rae.es/insecto
general-invierno,invierno,,I,empieza,general,general,1,"Estación más fría del año.","Época situada entre el otoño y la primavera con días más cortos.","Estación que comienza astronómicamente en el solsticio de menor duración diurna.",Diccionario de la lengua española,https://dle.rae.es/invierno
general-isla,isla,,I,empieza,general,general,1,"Porción de tierra rodeada de agua por todas partes.","Territorio terrestre completamente separado del continente por agua.","Masa continental de extensión menor circundada enteramente por un mar lago o río.",Diccionario de la lengua española,https://dle.rae.es/isla
general-jabon,jabón,jabon,J,empieza,general,general,1,"Producto usado con agua para lavar o limpiar.","Sustancia sólida o líquida que elimina suciedad y grasa al formar espuma.","Producto obtenido tradicionalmente por reacción de grasas con un álcali y utilizado como limpiador.",Diccionario de la lengua española,https://dle.rae.es/jabón
general-jardin,jardín,jardin,J,empieza,general,general,1,"Terreno donde se cultivan flores y plantas decorativas.","Espacio al aire libre diseñado con vegetación para adorno o recreo.","Área planificada en la que especies vegetales y elementos ornamentales forman un paisaje cuidado.",Diccionario de la lengua española,https://dle.rae.es/jardín
general-jaula,jaula,,J,empieza,general,general,1,"Caja con barrotes donde se encierran animales.","Recinto pequeño formado por alambres o barras para mantener aves u otros animales.","Estructura cerrada pero ventilada que limita el movimiento de aquello que contiene.",Diccionario de la lengua española,https://dle.rae.es/jaula
general-jirafa,jirafa,,J,empieza,general,general,1,"Animal africano muy alto y de cuello largo.","Mamífero de manchas oscuras que alcanza las hojas altas de los árboles.","Rumiante africano y el animal terrestre viviente de mayor altura gracias a su prolongado cuello.",Diccionario de la lengua española,https://dle.rae.es/jirafa
general-jornada,jornada,,J,empieza,general,general,1,"Tiempo que dura un día de trabajo.","Período diario dedicado a una actividad laboral o de estudio.","Duración reglamentada durante la cual una persona desarrolla sus tareas profesionales.",Diccionario de la lengua española,https://dle.rae.es/jornada
general-juguete,juguete,,J,empieza,general,general,1,"Objeto que los niños usan para jugar.","Artículo creado para entretener y desarrollar actividades recreativas.","Objeto destinado al juego que también puede favorecer la imaginación y el aprendizaje.",Diccionario de la lengua española,https://dle.rae.es/juguete
general-jermu,jermu,,J,empieza,general,lunfardo|argentinismo,1,"En el lunfardo mujer o esposa.","Voz rioplatense formada al invertir las sílabas de mujer.","Término de vesre usado informalmente para referirse a una mujer y a veces a la pareja.",Diccionario de la lengua española,https://dle.rae.es/jermu
general-junar,junar,,J,empieza,general,lunfardo|argentinismo,1,"En el habla popular argentina mirar o reconocer a alguien.","Verbo lunfardo que significa observar conocer o darse cuenta de algo.","Voz rioplatense que puede equivaler a percibir identificar o tener calado a alguien.",Diccionario de la lengua española,https://dle.rae.es/junar
