id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
general-sostenible-nave,nave,,N,empieza,general,infantil|sostenible,1,Vehículo grande que viaja por el mar o el espacio.,Embarcación o vehículo espacial preparado para transportar personas o carga.,"Construcción capaz de navegar; por extensión, artefacto destinado al espacio exterior.",Vehículo concebido para desplazarse en un medio acuático o extraterrestre.,Diccionario de la lengua española,https://dle.rae.es/nave
general-sostenible-navidad,navidad,,N,empieza,general,infantil|sostenible,1,Fiesta de diciembre que celebra el nacimiento de Jesús.,Celebración cristiana anual asociada al nacimiento de Jesucristo.,Festividad del 25 de diciembre y periodo cultural que la rodea.,"Solemnidad cristiana de la Natividad, incorporada también a tradiciones seculares.",Diccionario de la lengua española,https://dle.rae.es/navidad
general-sostenible-neceser,neceser,,N,empieza,general,infantil|sostenible,1,"Bolsa pequeña para guardar cepillo, jabón y cosas de aseo.",Estuche donde se llevan artículos personales de higiene durante un viaje.,Bolsa o caja portátil destinada a cosméticos y utensilios de tocador.,Galicismo lexicalizado que designa un estuche de objetos de uso personal.,Diccionario de la lengua española,https://dle.rae.es/neceser
general-sostenible-nectar,néctar,,N,empieza,general,infantil|sostenible,1,Jugo dulce de las flores que recogen las abejas.,Líquido azucarado producido por plantas para atraer animales polinizadores.,"Secreción vegetal rica en azúcares, localizada normalmente en estructuras florales.",Recompensa floral cuya composición influye en interacciones entre plantas y polinizadores.,Diccionario de la lengua española,https://dle.rae.es/n%C3%A9ctar
general-sostenible-neon,neón,,N,empieza,general,infantil|sostenible,1,Gas usado para producir luces brillantes de colores.,Elemento químico inerte que emite tono rojizo dentro de tubos eléctricos.,"Gas noble de número atómico diez, escaso en la atmósfera terrestre.","Elemento monoatómico del grupo 18, empleado en iluminación por descarga eléctrica.",Diccionario de la lengua española,https://dle.rae.es/ne%C3%B3n
general-sostenible-nervio,nervio,,N,empieza,general,infantil|sostenible,1,Cordón del cuerpo que lleva mensajes entre cerebro y órganos.,Haz de fibras que transmite sensaciones y órdenes por el organismo.,Estructura formada por axones que conduce impulsos entre el sistema nervioso y tejidos.,Fascículo periférico de fibras neuronales protegido por envolturas de tejido conjuntivo.,Diccionario de la lengua española,https://dle.rae.es/nervio
general-sostenible-neto,neto,,N,empieza,general,infantil|sostenible,1,Cantidad que queda después de quitar gastos o descuentos.,Valor limpio resultante tras restar deducciones al total bruto.,"Dicho de una magnitud, libre de pesos, impuestos o cantidades descontables.",Resultado económico o cuantitativo una vez compensados cargos y deducciones.,Diccionario de la lengua española,https://dle.rae.es/neto
general-sostenible-neumatico,neumático,,N,empieza,general,infantil|sostenible,1,Aro de goma lleno de aire que llevan las ruedas.,Cubierta flexible que permite al vehículo agarrarse y amortiguar golpes.,"Pieza toroidal de caucho montada en una llanta, generalmente inflada a presión.",Elemento rodante cuya carcasa y banda transmiten tracción y absorben irregularidades.,Diccionario de la lengua española,https://dle.rae.es/neum%C3%A1tico
general-sostenible-nieve,nieve,,N,empieza,general,infantil|sostenible,1,Agua congelada que cae del cielo en copos blancos.,Precipitación de pequeños cristales de hielo agrupados en copos.,Fenómeno meteorológico que ocurre cuando cristales atmosféricos alcanzan el suelo.,Hidrometeoro sólido cuya estructura cristalina depende de temperatura y humedad.,Diccionario de la lengua española,https://dle.rae.es/nieve
general-sostenible-nieto,nieto,,N,empieza,general,infantil|sostenible,1,Hijo o hija de uno de tus hijos.,Persona considerada respecto de sus abuelos dentro de una familia.,Descendiente de segundo grado en línea recta de una persona.,Pariente situado dos generaciones después del ascendiente tomado como referencia.,Diccionario de la lengua española,https://dle.rae.es/nieto
general-sostenible-ninfa,ninfa,,N,empieza,general,infantil|sostenible,1,Joven de la mitología que vivía en bosques o aguas.,Divinidad femenina menor que los antiguos griegos asociaban con la naturaleza.,"Ser mitológico femenino ligado a fuentes, montes, árboles u otros parajes.",Deidad grecolatina secundaria que personifica fuerzas o lugares naturales.,Diccionario de la lengua española,https://dle.rae.es/ninfa
general-sostenible-nivel,nivel,,N,empieza,general,infantil|sostenible,1,Altura a la que se encuentra algo comparado con otra cosa.,"Grado, posición o altura alcanzada dentro de una escala.",Valor que expresa una magnitud respecto de una referencia horizontal o jerárquica.,"Concepto comparativo aplicable a cotas físicas, intensidades y grados de organización.",Diccionario de la lengua española,https://dle.rae.es/nivel
general-sostenible-noble,noble,,N,empieza,general,infantil|sostenible,1,"Persona honrada, generosa y de buenos sentimientos.",Que actúa con dignidad y sin mezquindad; también perteneciente a la aristocracia.,Dicho de alguien ilustre por linaje o elevado por sus cualidades morales.,Adjetivo que vincula excelencia ética con una antigua categoría social hereditaria.,Diccionario de la lengua española,https://dle.rae.es/noble
general-sostenible-noche,noche,,N,empieza,general,infantil|sostenible,1,Tiempo oscuro entre la puesta y la salida del sol.,Parte del día en que el Sol queda debajo del horizonte.,Intervalo diario de oscuridad comprendido entre el ocaso y el amanecer.,Periodo determinado por la rotación terrestre en que un lugar no recibe luz solar directa.,Diccionario de la lengua española,https://dle.rae.es/noche
general-sostenible-nombre,nombre,,N,empieza,general,infantil|sostenible,1,Palabra que usamos para llamar a una persona o cosa.,Denominación que identifica a alguien o designa una clase de seres.,"Palabra o expresión con que se distingue una entidad y, en gramática, categoría nominal.",Signo lingüístico denominativo; puede funcionar como sustantivo propio o común.,Diccionario de la lengua española,https://dle.rae.es/nombre
general-sostenible-numero,número,,N,empieza,general,infantil|sostenible,1,Signo o idea que sirve para contar y ordenar.,"Concepto matemático que expresa cantidad, posición o identificación.",Entidad abstracta representada mediante cifras y utilizada en operaciones matemáticas.,"Objeto matemático cuyos distintos sistemas formalizan cardinalidad, orden y medida.",Diccionario de la lengua española,https://dle.rae.es/n%C3%BAmero
general-sostenible-acompanar,acompañar,,Ñ,contiene,general,infantil|sostenible,1,Ir junto a alguien para que no esté solo.,Estar o desplazarse en compañía de otra persona.,Participar junto a alguien o agregar algo que complete otra cosa.,"Hacer compañía, escoltar o concurrir simultáneamente con un elemento principal.",Diccionario de la lengua española,https://dle.rae.es/acompa%C3%B1ar
general-sostenible-anadir,añadir,,Ñ,contiene,general,infantil|sostenible,1,Poner algo más junto a lo que ya había.,Incorporar una cosa a otra para aumentarla o completarla.,"Agregar un elemento a un conjunto, cantidad o explicación existente.",Sumar o anexar una entidad sin sustituir la composición previa.,Diccionario de la lengua española,https://dle.rae.es/a%C3%B1adir
general-sostenible-anejo,añejo,,Ñ,contiene,general,infantil|sostenible,1,Que tiene muchos años y ha envejecido bien.,Dicho especialmente de alimentos o bebidas madurados durante bastante tiempo.,"Antiguo o madurado por el paso del tiempo, a veces con mejor calidad.",Envejecido deliberadamente para desarrollar cualidades; también anticuado o arraigado.,Diccionario de la lengua española,https://dle.rae.es/a%C3%B1ejo
general-sostenible-banera,bañera,,Ñ,contiene,general,infantil|sostenible,1,Recipiente grande donde una persona puede lavarse sentada.,Pieza del baño que se llena de agua para bañarse.,Depósito alargado y abierto destinado al baño corporal por inmersión.,"Instalación sanitaria cóncava, provista normalmente de desagüe y grifería.",Diccionario de la lengua española,https://dle.rae.es/ba%C3%B1era
general-sostenible-banista,bañista,,Ñ,contiene,general,infantil|sostenible,1,Persona que nada o se mete en el agua.,"Alguien que toma un baño en playa, piscina o balneario.","Persona que se baña, especialmente en un lugar público de recreo.","Usuario de una zona de baño, sujeto a sus condiciones de seguridad acuática.",Diccionario de la lengua española,https://dle.rae.es/ba%C3%B1ista
general-sostenible-cabana,cabaña,,Ñ,contiene,general,infantil|sostenible,1,Casa pequeña y sencilla construida en el campo.,"Vivienda rústica hecha comúnmente de madera, piedra o troncos.",Construcción humilde situada en un entorno rural o natural.,"Edificación rural de materiales simples, usada como vivienda o refugio temporal.",Diccionario de la lengua española,https://dle.rae.es/caba%C3%B1a
general-sostenible-castana,castaña,,Ñ,contiene,general,infantil|sostenible,1,Fruto marrón con cáscara dura que se come asado.,"Fruto comestible del castaño, protegido por una envoltura espinosa.",Nuez de pulpa harinosa que madura dentro del erizo del castaño.,"Fruto seco de Castanea, rico en almidón y pobre en grasa.",Diccionario de la lengua española,https://dle.rae.es/casta%C3%B1a
general-sostenible-ciguena,cigüeña,,Ñ,contiene,general,infantil|sostenible,1,Ave grande de patas largas y pico rojo.,Ave zancuda que hace nidos grandes en árboles y edificios altos.,"Ave migratoria de plumaje blanco y negro, cuello largo y vuelo planeado.","Ciconiforme de hábitos acuáticos, reconocible por sus largas extremidades y pico recto.",Diccionario de la lengua española,https://dle.rae.es/cig%C3%BCe%C3%B1a
general-sostenible-cumpleanos,cumpleaños,,Ñ,contiene,general,infantil|sostenible,1,Día en que alguien celebra otro año desde que nació.,Aniversario del nacimiento de una persona y fiesta que suele acompañarlo.,Fecha anual que recuerda un nacimiento y marca la edad cumplida.,"Conmemoración recurrente de la fecha natal, convertida socialmente en celebración personal.",Diccionario de la lengua española,https://dle.rae.es/cumplea%C3%B1os
general-sostenible-dano,daño,,Ñ,contiene,general,infantil|sostenible,1,Golpe o problema que lastima algo o alguien.,"Perjuicio que reduce la salud, el valor o el buen estado.","Efecto de deteriorar, lesionar o causar una pérdida material o moral.","Menoscabo sufrido por una persona o bien, susceptible incluso de reparación jurídica.",Diccionario de la lengua española,https://dle.rae.es/da%C3%B1o
general-sostenible-dueno,dueño,,Ñ,contiene,general,infantil|sostenible,1,Persona a quien pertenece una cosa o animal.,Quien posee algo y puede decidir legítimamente sobre ello.,Titular del dominio o propietario de un bien.,Persona física o jurídica que ejerce derechos de propiedad sobre una cosa.,Diccionario de la lengua española,https://dle.rae.es/due%C3%B1o
general-sostenible-enganar,engañar,,Ñ,contiene,general,infantil|sostenible,1,Hacer creer a alguien algo que no es verdad.,Ocultar o falsear la realidad para provocar una idea equivocada.,"Inducir deliberadamente a error mediante palabras, apariencias u omisiones.","Producir una representación falsa en otro, con intención o por apariencia ilusoria.",Diccionario de la lengua española,https://dle.rae.es/enga%C3%B1ar
general-sostenible-guinar,guiñar,,Ñ,contiene,general,infantil|sostenible,1,Cerrar un ojo rápidamente para enviar una señal.,Hacer un gesto breve cerrando un solo ojo.,"Cerrar momentáneamente un párpado, a menudo con intención cómplice.",Ejecutar una señal facial unilateral cuyo significado depende del contexto social.,Diccionario de la lengua española,https://dle.rae.es/gui%C3%B1ar
general-sostenible-manana,mañana,,Ñ,contiene,general,infantil|sostenible,1,Parte del día desde que amanece hasta el mediodía.,Primeras horas del día; también el día que sigue al actual.,"Periodo entre amanecer y mediodía, o adverbio referido al día siguiente.",Voz temporal que designa tanto una franja diurna como futuro inmediato.,Diccionario de la lengua española,https://dle.rae.es/ma%C3%B1ana
general-sostenible-mono-decorativo,moño,,Ñ,contiene,general,infantil|sostenible,1,Lazo o recogido que se hace con el cabello.,Peinado que reúne el pelo enrollándolo en la cabeza.,"Rodete de cabello y, por extensión, lazo decorativo de forma semejante.","Recogido capilar sujeto en forma compacta, con variantes funcionales y ornamentales.",Diccionario de la lengua española,https://dle.rae.es/mo%C3%B1o
general-sostenible-panal,pañal,,Ñ,contiene,general,infantil|sostenible,1,Prenda absorbente que usan los bebés para no ensuciarse.,Pieza que recoge la orina y las heces de quien no controla esfínteres.,Prenda desechable o lavable colocada entre las piernas con material absorbente.,Producto higiénico diseñado para retener excreciones y mantener seca la piel.,Diccionario de la lengua española,https://dle.rae.es/pa%C3%B1al
general-sostenible-pestana,pestaña,,Ñ,contiene,general,infantil|sostenible,1,Cada pelo que crece en el borde del párpado.,Fila de pelos que protege los ojos del polvo y partículas.,Pelo corto y curvo implantado en el margen palpebral.,Estructura pilosa sensorial que activa reflejos protectores al detectar cuerpos extraños.,Diccionario de la lengua española,https://dle.rae.es/pesta%C3%B1a
general-sostenible-senalar,señalar,,Ñ,contiene,general,infantil|sostenible,1,Mostrar algo apuntándolo con el dedo o una marca.,"Indicar una persona, lugar o dato para llamar la atención sobre él.","Hacer perceptible o destacar algo mediante gesto, signo o mención.","Designar, delimitar o fijar una referencia por medios visuales, verbales o convencionales.",Diccionario de la lengua española,https://dle.rae.es/se%C3%B1alar
general-sostenible-senor,señor,,Ñ,contiene,general,infantil|sostenible,1,Forma respetuosa de dirigirse a un hombre adulto.,Tratamiento de cortesía colocado ante el nombre o apellido de un varón.,Título respetuoso que también puede expresar dominio o autoridad.,Fórmula de tratamiento y sustantivo históricamente ligado a potestad y posesión.,Diccionario de la lengua española,https://dle.rae.es/se%C3%B1or
general-sostenible-vineta,viñeta,,Ñ,contiene,general,infantil|sostenible,1,Dibujo pequeño que forma parte de una historieta.,Cada recuadro ilustrado que muestra un momento de una narración gráfica.,Unidad narrativa delimitada de un cómic; también dibujo humorístico aislado.,"Espacio gráfico que articula imagen, texto y tiempo dentro de una secuencia visual.",Diccionario de la lengua española,https://dle.rae.es/vi%C3%B1eta
general-sostenible-obra,obra,,O,empieza,general,infantil|sostenible,1,"Trabajo terminado por una persona, como un libro, una pintura o una casa.","Resultado de una actividad en la que alguien crea, construye o arregla algo.",Creación material o artística producida mediante trabajo y habilidad.,"Producto de una actividad humana, especialmente una creación artística o una construcción.",Diccionario de la lengua española,https://dle.rae.es/obra
general-sostenible-obrero,obrero,,O,empieza,general,infantil|sostenible,1,Persona que trabaja construyendo o fabricando cosas.,Trabajador que realiza tareas manuales en una fábrica o una construcción.,Persona asalariada dedicada principalmente a un oficio manual.,Trabajador cuya labor transforma materiales o participa directamente en un proceso productivo.,Diccionario de la lengua española,https://dle.rae.es/obrero
general-sostenible-obstaculo,obstáculo,,O,empieza,general,infantil|sostenible,1,Algo que está en medio y hace difícil pasar o avanzar.,Dificultad o barrera que impide llegar fácilmente a una meta.,Elemento físico o problema que se interpone en un recorrido o proyecto.,"Impedimento que frena, limita o condiciona la realización de una acción.",Diccionario de la lengua española,https://dle.rae.es/obst%C3%A1culo
general-sostenible-oca,oca,,O,empieza,general,infantil|sostenible,1,"Ave parecida a un pato, pero más grande y con cuello largo.","Ave acuática doméstica de cuerpo grande, patas palmeadas y cuello alargado.",Nombre común de varias aves anseriformes emparentadas con gansos y patos.,"Ave de la familia de las anátidas, frecuentemente criada por su carne y sus plumas.",Diccionario de la lengua española,https://dle.rae.es/oca
general-sostenible-ocho,ocho,,O,empieza,general,infantil|sostenible,1,Número que viene después del siete y antes del nueve.,Cantidad formada por siete unidades más una.,Número natural que ocupa el lugar siguiente al siete.,Entero positivo par equivalente a dos elevado a la tercera potencia.,Diccionario de la lengua española,https://dle.rae.es/ocho
general-sostenible-oculista,oculista,,O,empieza,general,infantil|sostenible,1,Especialista que revisa y cuida la salud de los ojos.,Profesional de la medicina que diagnostica y trata problemas de la vista.,Médico especializado en las enfermedades del aparato visual.,"Nombre tradicional del oftalmólogo, especialista en anatomía y patologías oculares.",Diccionario de la lengua española,https://dle.rae.es/oculista
general-sostenible-oeste,oeste,,O,empieza,general,infantil|sostenible,1,Punto por donde parece esconderse el Sol al atardecer.,"Uno de los cuatro puntos cardinales, opuesto al este.",Dirección geográfica situada a la izquierda en los mapas orientados al norte.,Punto cardinal correspondiente aproximadamente al lugar del ocaso solar.,Diccionario de la lengua española,https://dle.rae.es/oeste
general-sostenible-olfato,olfato,,O,empieza,general,infantil|sostenible,1,Sentido que permite notar los olores con la nariz.,Capacidad de reconocer sustancias por el olor que desprenden.,Sentido químico que detecta partículas presentes en el aire.,Facultad sensorial ejercida por receptores nasales sensibles a moléculas volátiles.,Diccionario de la lengua española,https://dle.rae.es/olfato
general-sostenible-olimpiada,olimpiada,,O,empieza,general,infantil|sostenible,1,Gran competencia deportiva en la que participan atletas de muchos países.,Encuentro internacional de deportes que se celebra cada cuatro años.,Periodo y conjunto de competiciones vinculados con los Juegos Olímpicos.,Celebración deportiva mundial inspirada en los antiguos juegos de Olimpia.,Diccionario de la lengua española,https://dle.rae.es/olimpiada
general-sostenible-onda,onda,,O,empieza,general,infantil|sostenible,1,Curva que sube y baja como las que forma el agua.,Movimiento que se extiende llevando energía sin transportar toda la materia.,Perturbación que se propaga en un medio o incluso en el vacío.,"Fenómeno periódico de propagación caracterizado por amplitud, frecuencia y longitud.",Diccionario de la lengua española,https://dle.rae.es/onda
general-sostenible-operacion,operación,,O,empieza,general,infantil|sostenible,1,"Cuenta de matemáticas, como sumar, restar, multiplicar o dividir.",Acción organizada para lograr un resultado; también puede ser una intervención médica.,Procedimiento compuesto por pasos definidos para resolver una tarea.,"Ejecución metódica que transforma datos, objetos o condiciones iniciales.",Diccionario de la lengua española,https://dle.rae.es/operaci%C3%B3n
general-sostenible-orden,orden,,O,empieza,general,infantil|sostenible,1,Forma de colocar cada cosa en su sitio para encontrarla fácilmente.,Organización adecuada de elementos según una regla o un propósito.,Disposición regular que evita la confusión entre las partes de un conjunto.,"Estructura coherente establecida mediante criterios de sucesión, jerarquía o relación.",Diccionario de la lengua española,https://dle.rae.es/orden
general-sostenible-oreja,oreja,,O,empieza,general,infantil|sostenible,1,Parte visible a cada lado de la cabeza que ayuda a oír.,Órgano externo que recoge los sonidos y los dirige hacia el oído.,Estructura de piel y cartílago situada alrededor de la entrada auditiva.,Pabellón auricular cuya forma favorece la captación de ondas sonoras.,Diccionario de la lengua española,https://dle.rae.es/oreja
general-sostenible-orilla,orilla,,O,empieza,general,infantil|sostenible,1,"Borde de un río, un lago o el mar donde el agua toca la tierra.",Franja de tierra que limita con una masa o corriente de agua.,"Límite lateral de una superficie, especialmente de un curso acuático.",Margen que señala la transición entre el terreno firme y el medio acuático.,Diccionario de la lengua española,https://dle.rae.es/orilla
general-sostenible-oro,oro,,O,empieza,general,infantil|sostenible,1,"Metal amarillo, brillante y muy valioso con el que se hacen joyas.",Metal precioso que no se oxida fácilmente y puede moldearse.,Elemento químico de gran densidad empleado en joyería y tecnología.,"Metal noble de símbolo Au, apreciado por su escasez, maleabilidad y resistencia química.",Diccionario de la lengua española,https://dle.rae.es/oro
general-sostenible-oruga,oruga,,O,empieza,general,infantil|sostenible,1,Animalito alargado que después puede convertirse en mariposa.,"Larva de mariposa o polilla, con cuerpo blando y varias patas.",Fase juvenil de los lepidópteros que se alimenta antes de formar la crisálida.,Larva eruciforme cuyo desarrollo incluye metamorfosis completa hasta el estado adulto.,Diccionario de la lengua española,https://dle.rae.es/oruga
general-sostenible-oscuro,oscuro,,O,empieza,general,infantil|sostenible,1,Que tiene muy poca luz y cuesta ver.,Lugar o color en el que falta claridad o brillo.,Cualidad de aquello que absorbe mucha luz o permanece poco iluminado.,Dicho de un espacio o tonalidad con baja luminosidad o escasa reflexión visible.,Diccionario de la lengua española,https://dle.rae.es/oscuro
general-sostenible-ostra,ostra,,O,empieza,general,infantil|sostenible,1,Animal marino con concha dura que vive pegado a las rocas.,Molusco de dos valvas cuyo interior a veces produce perlas.,Bivalvo marino comestible que filtra alimento del agua.,Molusco lamelibranquio sedentario protegido por una concha irregular y áspera.,Diccionario de la lengua española,https://dle.rae.es/ostra
general-sostenible-ovalado,ovalado,,O,empieza,general,infantil|sostenible,1,Que tiene forma parecida a un huevo.,De contorno redondeado y más largo que ancho.,"Con forma de óvalo, sin esquinas y con extremos curvos.",Que presenta un perímetro semejante a una elipse alargada.,Diccionario de la lengua española,https://dle.rae.es/ovalado
