id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
teocratico-jehova,Jehová,Yahvé|Yavé,J,empieza,teocratico,glosario-biblico,1,"Nombre personal de Dios, representado en hebreo por cuatro consonantes.","Forma española ampliamente aceptada del Tetragrámaton.","Nombre que aparece más de siete mil veces en la Traducción del Nuevo Mundo.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/jehova/
teocratico-jubileo,Jubileo,,J,empieza,teocratico,glosario-biblico,1,"Año especial que Israel debía celebrar cada cincuenta años.","Periodo en que se liberaba a esclavos hebreos y las tierras hereditarias volvían a sus familias.","Ciclo proclamado con un toque de cuerno al comenzar el décimo día del séptimo mes.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/jubileo/
teocratico-juda,Judá,,J,empieza,teocratico,glosario-biblico,1,"Cuarto hijo de Jacob y nombre de una de las doce tribus de Israel.","Antepasado de David y de Jesús cuyo territorio quedó al sur de la Tierra Prometida.","Nombre que también designó al reino meridional formado principalmente por dos tribus.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/juda/
teocratico-judio,judío,judía,J,empieza,teocratico,glosario-biblico,1,"Persona perteneciente al pueblo que practicaba la religión de las Escrituras Hebreas.","Al principio, habitante del reino de Judá; más tarde, miembro de la nación descendiente de Jacob.","Gentilicio cuyo uso se amplió después del destierro babilónico.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/judio/
teocratico-jueces,jueces,juez,J,empieza,teocratico,glosario-biblico,1,"Hombres levantados por Dios para salvar y dirigir a Israel antes de la monarquía.","Libertadores nacionales que actuaron entre la conquista de Canaán y el reinado de Saúl.","Caudillos cuya autoridad no era hereditaria y que intervinieron en épocas de opresión.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/jueces/
teocratico-juramento,juramento,,J,empieza,teocratico,glosario-biblico,1,"Declaración solemne con la que alguien asegura que dice la verdad o cumplirá una promesa.","Compromiso formal que a menudo invoca a una autoridad superior como testigo.","Afirmación vinculante cuya seriedad se destaca en la Ley y en las enseñanzas de Jesús.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/juramento/
teocratico-lagar,lagar,,L,empieza,teocratico,glosario-biblico,1,"Lugar donde se pisaban uvas para extraer su jugo.","Instalación con una cavidad superior y otra inferior para prensar fruto y recoger líquido.","Depósito de piedra asociado metafóricamente en la Biblia con juicio y abundancia.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/lagar/
teocratico-lago-de-fuego,lago de fuego,,L,empieza,teocratico,glosario-biblico,1,"Símbolo del libro de Apocalipsis que representa la destrucción definitiva.","Destino figurado de la muerte, la Tumba y quienes no aparecen en el libro de la vida.","Imagen apocalíptica definida como la segunda muerte, no como un lugar literal de tormento.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/lago-de-fuego/
teocratico-langosta,langosta,,L,empieza,teocratico,glosario-biblico,1,"Insecto saltador que puede desplazarse en enormes enjambres y destruir cultivos.","Animal considerado limpio bajo la Ley y que formó parte de la alimentación de Juan el Bautista.","Plaga capaz de oscurecer el cielo y usada de manera simbólica en profecías bíblicas.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/langosta/
teocratico-lepra,lepra,leproso,L,empieza,teocratico,glosario-biblico,1,"Enfermedad que en la Biblia podía hacer que una persona fuera declarada ceremonialmente impura.","Término bíblico que también describía ciertas alteraciones en ropa y paredes de casas.","Afección cuya identificación correspondía a los sacerdotes según detalladas normas mosaicas.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/lepra-leproso/
teocratico-levadura,levadura,,L,empieza,teocratico,glosario-biblico,1,"Sustancia que fermenta la masa y hace que aumente de volumen.","Agente excluido de las ofrendas quemadas y de los panes de una fiesta israelita.","Elemento usado figuradamente para representar una influencia que se extiende por completo.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/levadura/
teocratico-levita,levita,Leví,L,empieza,teocratico,glosario-biblico,1,"Miembro de la tribu israelita encargada de ayudar en el servicio del santuario.","Descendiente de uno de los hijos de Jacob cuya tribu no recibió un territorio continuo.","Servidor religioso perteneciente al grupo del que se escogían los sacerdotes aarónicos.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/levi-levita/
teocratico-leviatan,Leviatán,,L,empieza,teocratico,glosario-biblico,1,"Animal acuático grande y poderoso mencionado en Job y otros libros bíblicos.","Criatura descrita con escamas resistentes y una fuerza que el ser humano no puede dominar.","Término poético que según el contexto puede aludir al cocodrilo o a una gran bestia marina.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/leviatan/
teocratico-ley-de-moises,Ley de Moisés,Ley mosaica,L,empieza,teocratico,glosario-biblico,1,"Conjunto de mandamientos que Dios dio a Israel mediante un profeta en el monte Sinaí.","Código del pacto que incluía normas morales, civiles y ceremoniales para la nación israelita.","Ordenamiento cuyo mediador humano fue el libertador hebreo y que terminó con el sacrificio de Cristo.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/ley-de-moises/
teocratico-macedonia,Macedonia,,M,empieza,teocratico,glosario-biblico,1,"Región al norte de Grecia donde estaban Filipos, Tesalónica y Berea.","Provincia romana europea que Pablo visitó durante sus viajes misionales.","Territorio cuyo llamado en una visión impulsó la expansión de la predicación hacia Europa.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/macedonia/
teocratico-madero,madero,,M,empieza,teocratico,glosario-biblico,1,"Pieza de madera en la que fue ejecutado Jesús.","Término usado en las Escrituras para un poste o una estructura de madera destinada a ejecución.","Objeto que traduce voces bíblicas asociadas a árbol, palo o viga, sin implicar necesariamente dos piezas cruzadas.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/madero/
teocratico-mana,maná,,M,empieza,teocratico,glosario-biblico,1,"Alimento que Dios proporcionó milagrosamente a los israelitas durante cuarenta años en el desierto.","Sustancia que aparecía con el rocío y debía recogerse diariamente, excepto en sábado.","Comida cuyo nombre proviene de la pregunta hebrea equivalente a «¿qué es esto?».",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/mana/
teocratico-mediador,mediador,intermediario,M,empieza,teocratico,glosario-biblico,1,"Persona que interviene entre dos partes para reconciliarlas o establecer un acuerdo.","Moisés cumplió esta función en el pacto de la Ley y Jesús en el nuevo pacto.","Figura que sirve de enlace entre partes separadas, mencionada en Gálatas 3:19 y 1 Timoteo 2:5.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/mediador/
teocratico-mesias,Mesías,Cristo|Ungido,M,empieza,teocratico,glosario-biblico,1,"Título que identifica a Jesús como el gobernante escogido y comisionado por Dios.","Palabra de origen hebreo equivalente a un conocido título de origen griego.","Designación del gobernante prometido relacionada con una ceremonia en la que se derramaba aceite sobre el elegido.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/mesias/
teocratico-milagros,milagros,milagro,M,empieza,teocratico,glosario-biblico,1,"Hechos extraordinarios realizados mediante el poder de Dios.","Obras poderosas que superan la capacidad humana y sirven como señales de autoridad divina.","Actos sobrenaturales designados en la Biblia con expresiones como portentos y señales.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/milagros/
teocratico-mirra,mirra,,M,empieza,teocratico,glosario-biblico,1,"Resina aromática usada en perfumes, aceite santo y preparación de cadáveres.","Sustancia fragante y amarga obtenida de ciertos arbustos espinosos.","Producto valioso ofrecido al niño Jesús y mezclado con vino antes de su ejecución.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/mirra/
teocratico-mundo,mundo,,M,empieza,teocratico,glosario-biblico,1,"Término bíblico que puede referirse a la humanidad o al sistema humano alejado de Dios.","Palabra cuyo sentido depende del contexto y que no siempre designa el planeta Tierra.","Traduce principalmente kósmos y puede señalar a las personas, su entorno organizado o el conjunto humano.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/mundo/
teocratico-nardo,nardo,,N,contiene,teocratico,glosario-biblico,1,"Aceite aromático rojizo y muy costoso que una mujer derramó sobre Jesús.","Perfume extraído de una planta del Himalaya que a menudo se adulteraba por su precio.","Fragancia cuya pureza destacaron Marcos y Juan al narrar una unción poco antes de la muerte de Cristo.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/nardo/
teocratico-nazareno,Nazareno,,N,contiene,teocratico,glosario-biblico,1,"Nombre dado a Jesús por haberse criado en Nazaret.","Designación que con el tiempo también se aplicó a los discípulos de Cristo.","Título posiblemente relacionado con la palabra hebrea para «brote» de Isaías 11:1.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/nazareno/
teocratico-nazareo,nazareo,,N,contiene,teocratico,glosario-biblico,1,"Persona apartada para Dios mediante un voto especial que incluía no cortarse el cabello.","Hombre o mujer dedicado que debía evitar productos de la vid y el contacto con cadáveres.","Término hebreo relacionado con estar singularizado o separado; Sansón fue uno desde antes de nacer.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/nazareo/
teocratico-nefilim,nefilim,,N,contiene,teocratico,glosario-biblico,1,"Gigantes violentos que vivieron antes del Diluvio y eran hijos de ángeles materializados y mujeres.","Personajes híbridos de gran tamaño cuyo nombre probablemente significa «derribadores».","Descendencia antinatural mencionada en Génesis 6:4 que desapareció en el cataclismo de los días de Noé.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/nefilim/
teocratico-nehilot,nehilot,,N,contiene,teocratico,glosario-biblico,1,"Término de significado incierto que aparece en el encabezamiento del Salmo 5.","Posible instrucción musical relacionada, según algunos, con instrumentos de viento.","Palabra técnica del sobrescrito de un salmo cuya interpretación exacta se desconoce.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/nehilot/
teocratico-netineos,netineos,netineo,N,contiene,teocratico,glosario-biblico,1,"Servidores no israelitas asignados a tareas de apoyo en el templo.","Grupo que ayudaba a los levitas y cuyo nombre significa «dados» o «entregados».","Trabajadores del santuario mencionados junto con los hijos de los siervos de Salomón tras el destierro.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/netineos/
teocratico-nisan,nisán,,N,contiene,teocratico,glosario-biblico,1,"Primer mes del calendario sagrado judío, que cae entre marzo y abril.","Nombre posterior al destierro del mes llamado abib, cuando se celebraba la Pascua.","Periodo del calendario hebreo en cuyo día 14 murió Jesús.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/nisan/
teocratico-pan-de-la-presencia,pan de la presencia,panes de la presencia,N,contiene,teocratico,glosario-biblico,1,"Doce panes que se colocaban semanalmente sobre una mesa en el compartimiento Santo.","Ofrenda dispuesta ante Jehová en dos filas y reemplazada cada sábado.","Alimento sagrado que normalmente solo podían comer los sacerdotes después de retirarlo del santuario.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/pan-de-la-presencia/
teocratico-ano,año,,Ñ,contiene,teocratico,perspicacia-biblica,1,"Periodo de doce meses usado para medir el tiempo.","Unidad temporal que en el calendario hebreo podía ajustarse con un mes adicional.","Ciclo que en las Escrituras se cuenta unas veces de primavera a primavera y otras de otoño a otoño.",Perspicacia para comprender las Escrituras,https://www.jw.org/es/biblioteca/libros/Perspicacia-para-comprender-las-Escrituras/A%C3%B1o/
teocratico-cana,caña,,Ñ,contiene,teocratico,glosario-biblico,1,"Planta alta de tallo hueco que crece en lugares húmedos.","Vegetal flexible usado para fabricar objetos y también como instrumento de medir.","Planta que en sentido figurado puede representar fragilidad y que se menciona en Mateo 27:29.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/cana/
teocratico-compania-mixta,compañía mixta,multitud mixta,Ñ,contiene,teocratico,perspicacia-biblica,1,"Grupo de personas no israelitas que salió de Egipto junto con el pueblo de Israel.","Multitud de origen diverso que acompañó a los hebreos durante el éxodo.","Colectivo mencionado en Éxodo 12:38 y relacionado después con deseos egoístas en el desierto.",Perspicacia para comprender las Escrituras,https://www.jw.org/es/biblioteca/libros/Perspicacia-para-comprender-las-Escrituras/Compa%C3%B1%C3%ADa-mixta/
teocratico-ensenanza,enseñanza,,Ñ,contiene,teocratico,perspicacia-biblica,1,"Acción y contenido de instruir a otras personas.","Transmisión de conocimiento que en la Biblia incluye doctrina, explicación y formación moral.","Labor esencial confiada a padres, sacerdotes y discípulos cristianos para comunicar la voluntad divina.",Perspicacia para comprender las Escrituras,https://www.jw.org/es/biblioteca/libros/Perspicacia-para-comprender-las-Escrituras/Ense%C3%B1anza/
teocratico-matrimonio-de-cunado,matrimonio de cuñado,matrimonio de levirato|levirato,Ñ,contiene,teocratico,glosario-biblico,1,"Costumbre por la que un hombre se casaba con la viuda sin hijos de su hermano.","Unión destinada a dar descendencia legal al hermano fallecido y conservar su línea familiar.","Práctica incorporada a la Ley mosaica y ejemplificada en el relato de Rut.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/matrimonio-de-cunado/
teocratico-rebano,rebaño,,Ñ,contiene,teocratico,perspicacia-biblica,1,"Conjunto de ovejas o cabras cuidado por un pastor.","Grupo de animales usado repetidamente en la Biblia como imagen de personas bajo cuidado espiritual.","Colectivo pastoril que sirve de metáfora para Israel y para los discípulos de Cristo.",Perspicacia para comprender las Escrituras,https://www.jw.org/es/biblioteca/libros/Perspicacia-para-comprender-las-Escrituras/Reba%C3%B1o/
teocratico-senal,señal,,Ñ,contiene,teocratico,glosario-biblico,1,"Objeto, acción o suceso que sirve para indicar otra cosa presente o futura.","Fenómeno que puede confirmar un mensaje o permitir reconocer el cumplimiento de una profecía.","Indicador extraordinario cuyo uso bíblico abarca marcas, pruebas y acontecimientos proféticos.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/senal/
teocratico-suenos,sueños,sueño,Ñ,contiene,teocratico,perspicacia-biblica,1,"Imágenes y experiencias mentales que ocurren mientras una persona duerme.","Medio que Dios utilizó en ocasiones para transmitir mensajes o revelar acontecimientos futuros.","Experiencias nocturnas que las Escrituras distinguen de las prácticas adivinatorias y de visiones conscientes.",Perspicacia para comprender las Escrituras,https://www.jw.org/es/biblioteca/libros/Perspicacia-para-comprender-las-Escrituras/Sue%C3%B1os/
teocratico-odre,odre,,O,empieza,teocratico,glosario-biblico,1,"Recipiente hecho con piel de animal que se usaba para guardar líquidos.","Contenedor flexible para vino que podía romperse si era viejo y el contenido seguía fermentando.","Vasija de cuero mencionada por Jesús al explicar por qué no se pone producto nuevo en una pieza gastada.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/odre/
teocratico-ofrenda-de-agradecimiento,ofrenda de agradecimiento,sacrificio de agradecimiento,O,empieza,teocratico,glosario-biblico,1,"Sacrificio voluntario presentado a Dios para expresar gratitud.","Tipo especial de sacrificio de paz acompañado de panes y tortas.","Presentación cuyo animal debía comerse el mismo día según Levítico 7.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/ofrenda-de-agradecimiento/
teocratico-ofrenda-de-paz,ofrenda de paz,sacrificio de paz,O,empieza,teocratico,glosario-biblico,1,"Sacrificio voluntario del que comían el oferente, su familia y los sacerdotes.","Presentación que simbolizaba una relación pacífica con Dios y podía expresar gratitud o un voto.","Sacrificio de comunión cuya grasa se quemaba y cuya sangre se rociaba sobre el altar.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/ofrenda-de-paz/
teocratico-ofrenda-de-voto,ofrenda de voto,,O,empieza,teocratico,glosario-biblico,1,"Sacrificio voluntario presentado para cumplir una promesa solemne hecha a Dios.","Entrega vinculada a un compromiso personal que debía pagarse sin demora.","Presentación cuya motivación era satisfacer una obligación asumida libremente ante Jehová.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/ofrenda-de-voto/
teocratico-ofrenda-mecida,ofrenda mecida,,O,empieza,teocratico,glosario-biblico,1,"Presentación que el sacerdote movía de un lado a otro delante de Dios.","Ritual aplicado a ciertas porciones de sacrificios y a las primicias de la cosecha.","Entrega cuyo movimiento ceremonial simbolizaba presentarla ante Jehová.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/ofrenda-mecida/
teocratico-olibano,olíbano,franquincienso,O,empieza,teocratico,glosario-biblico,1,"Resina aromática blanca que formaba parte del incienso sagrado.","Goma perfumada obtenida de árboles del género Boswellia y quemada en ofrendas.","Producto costoso llevado al niño Jesús por astrólogos y usado en el santuario.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/olibano/
teocratico-omer,omer,,O,empieza,teocratico,glosario-biblico,1,"Medida hebrea de productos secos equivalente a la décima parte de un efá.","Unidad usada para indicar la ración diaria del alimento que Israel recogía en el desierto.","Capacidad antigua de aproximadamente 2,2 litros mencionada en Éxodo 16.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/omer/
teocratico-onice,ónice,ónix,O,empieza,teocratico,glosario-biblico,1,"Piedra semipreciosa utilizada en las prendas especiales del sumo sacerdote.","Variedad dura de ágata o calcedonia con capas de distintos colores.","Gema grabada con nombres tribales que se colocaba sobre las hombreras del efod.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/onice-onix/
teocratico-pacto,pacto,alianza,P,empieza,teocratico,glosario-biblico,1,"Acuerdo solemne entre dos partes que establece obligaciones y promesas.","Compromiso formal que en la Biblia puede celebrarse entre personas o ser establecido por Dios.","Arreglo vinculante como los concertados con Noé, Abrahán, Israel y los participantes del nuevo acuerdo.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/pacto/
teocratico-paraiso,paraíso,,P,empieza,teocratico,glosario-biblico,1,"Lugar hermoso y pacífico semejante al jardín de Edén.","Palabra de origen persa que transmite la idea de un parque o jardín cercado.","Término empleado en las Escrituras con sentidos terrestre, espiritual y celestial según el contexto.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/paraiso/
teocratico-pascua,Pascua,,P,empieza,teocratico,glosario-biblico,1,"Celebración anual que recordaba la liberación de Israel de Egipto.","Fiesta del día 14 de nisán en la que cada familia comía un cordero con pan sin levadura.","Conmemoración cuyo nombre alude a que el ángel pasó por alto las casas marcadas con sangre.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/pascua/
teocratico-pecado,pecado,pecar,P,empieza,teocratico,glosario-biblico,1,"Acción, deseo o pensamiento que no cumple las normas de Dios.","Fallo moral cuyo concepto original transmite la idea de no dar en el blanco.","Transgresión que puede cometerse por acción u omisión y que separa al ser humano de su Creador.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/pecar-pecado/
teocratico-pentecostes,Pentecostés,Fiesta de las Semanas,P,empieza,teocratico,glosario-biblico,1,"Fiesta judía en la que se derramó espíritu santo sobre los discípulos en el año 33.","Celebración realizada cincuenta días después del 16 de nisán, al concluir la cosecha de trigo.","Nombre griego de una solemnidad cuya otra denominación alude a un ciclo de siete semanas.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/pentecostes/
teocratico-presencia,presencia,,P,empieza,teocratico,glosario-biblico,1,"Periodo durante el cual Jesucristo está actuando como Rey mesiánico.","En ciertos textos cristianos, etapa iniciada con la coronación invisible de Jesús en los últimos días.","Sentido de la palabra griega parousía que abarca una estancia, no una llegada momentánea.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/presencia/
teocratico-profecia,profecía,,P,empieza,teocratico,glosario-biblico,1,"Mensaje inspirado por Dios que comunica su voluntad o anuncia acontecimientos.","Declaración divina que puede incluir enseñanza, mandato, juicio o predicción.","Comunicación procedente de Dios cuyo cumplimiento futuro es solo una de sus posibles funciones.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/profecia/
teocratico-profeta,profeta,profetisa,P,empieza,teocratico,glosario-biblico,1,"Persona que recibe y comunica mensajes procedentes de Dios.","Portavoz inspirado que puede revelar la voluntad divina sin limitarse a predecir el futuro.","Mensajero cuya autenticidad se evaluaba por su fidelidad a Dios y el cumplimiento de sus declaraciones.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/profeta/
teocratico-querubin,querubín,querubines,Q,contiene,teocratico,glosario-biblico,1,"Ángel de alto rango representado sobre la cubierta del arca del pacto.","Criatura espiritual asociada con la presencia y la gloria de Dios.","Ser celestial apostado al este de Edén y descrito simbólicamente en visiones proféticas.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/querubin/
teocratico-qumran,Qumrán,,Q,contiene,teocratico,glosario-biblico,1,"Lugar cercano al mar Muerto donde se descubrieron numerosos manuscritos antiguos.","Zona de cuevas vinculada a una comunidad judía y a hallazgos bíblicos del siglo veinte.","Sitio arqueológico cuyo nombre identifica los rollos que ayudaron a confirmar la transmisión del texto hebreo.",Glosario bíblico de JW.ORG,https://www.jw.org/es/biblioteca/libros/glosario-biblia/qumran/
teocratico-eqron,Eqrón,Ecrón,Q,contiene,teocratico,perspicacia-biblica,1,"Una de las cinco ciudades principales de los filisteos.","Ciudad filistea asociada al culto de Baal-Zebub y situada cerca de la frontera de Judá.","Centro de un señor del eje filisteo que cambió de control varias veces en la historia bíblica.",Perspicacia para comprender las Escrituras,https://www.jw.org/es/biblioteca/libros/Perspicacia-para-comprender-las-Escrituras/Eqr%C3%B3n/
teocratico-equer,Équer,Eker,Q,contiene,teocratico,perspicacia-biblica,1,"Descendiente de Judá mencionado en una lista genealógica de Crónicas.","Hijo de Ram perteneciente a la familia de Jerahmeel.","Personaje que aparece únicamente en 1 Crónicas 2:27 dentro de una genealogía tribal.",Perspicacia para comprender las Escrituras,https://www.jw.org/es/biblioteca/libros/Perspicacia-para-comprender-las-Escrituras/%C3%89quer/
teocratico-equipaje,equipaje,,Q,contiene,teocratico,perspicacia-biblica,1,"Conjunto de objetos que una persona lleva consigo durante un viaje.","Pertenencias transportadas por viajeros, ejércitos o caravanas en tiempos bíblicos.","Carga personal cuya custodia podía dejarse a parte de un grupo mientras los demás combatían.",Perspicacia para comprender las Escrituras,https://www.jw.org/es/biblioteca/libros/Perspicacia-para-comprender-las-Escrituras/Equipaje/
teocratico-ezequias,Ezequías,,Q,contiene,teocratico,perspicacia-biblica,1,"Rey fiel de Judá que recibió quince años adicionales de vida.","Hijo de Acaz que impulsó reformas religiosas y afrontó la invasión asiria de Senaquerib.","Monarca de Jerusalén cuya oración precedió a la derrota milagrosa de un ejército de 185.000 hombres.",Perspicacia para comprender las Escrituras,https://www.jw.org/es/biblioteca/libros/Perspicacia-para-comprender-las-Escrituras/Ezequ%C3%ADas/
