id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
general-sostenible-sonido,sonido,,S,empieza,general,infantil,1,Lo que escuchamos con los oídos.,Sensación que se produce cuando las vibraciones llegan al oído.,Fenómeno causado por ondas mecánicas que se propagan a través de un medio.,"No viaja por el vacío, pues necesita materia para transmitir sus vibraciones hasta quien escucha.",Diccionario de la lengua española,https://dle.rae.es/sonido
general-sostenible-susurro,susurro,,S,empieza,general,infantil,1,"Voz muy bajita, casi sin sonido.",Manera de hablar en voz baja para que apenas se oiga.,"Emisión tenue de la voz, generalmente destinada a no ser escuchada por todos.","En una biblioteca o al revelar un secreto, las palabras pueden reducirse a este soplo casi imperceptible.",Diccionario de la lengua española,https://dle.rae.es/susurro
general-sostenible-sueter,suéter,,S,empieza,general,infantil,1,Prenda de abrigo con mangas que cubre el torso.,Prenda tejida que se pone sobre la parte superior del cuerpo.,"Jersey de punto, cerrado o abierto, usado para protegerse del frío.","Cuando baja la temperatura, esta prenda de lana suele colocarse encima de la camisa.",Diccionario de la lengua española,https://dle.rae.es/su%C3%A9ter
general-sostenible-suma,suma,,S,empieza,general,infantil,1,Cuenta en la que juntamos dos o más cantidades.,Operación matemática que consiste en añadir unas cantidades a otras.,Resultado o procedimiento de agregar varios números o magnitudes.,Es la operación inversa de restar y su resultado recibe también el nombre de total.,Diccionario de la lengua española,https://dle.rae.es/suma
general-sostenible-sol,sol,,S,empieza,general,infantil,1,Estrella que ilumina y calienta la Tierra.,Astro luminoso situado en el centro de nuestro sistema planetario.,Estrella alrededor de la cual orbitan la Tierra y los demás planetas cercanos.,Su energía sostiene la fotosíntesis y su gravedad mantiene unido el sistema que lleva su nombre.,Diccionario de la lengua española,https://dle.rae.es/sol
general-sostenible-semana,semana,,S,empieza,general,infantil,1,Período formado por siete días.,Unidad de tiempo que va de un día determinado al mismo día siguiente tras siete jornadas.,Ciclo de siete días consecutivos usado para organizar el calendario.,Entre dos lunes consecutivos transcurre exactamente esta unidad convencional de tiempo.,Diccionario de la lengua española,https://dle.rae.es/semana
general-sostenible-salida,salida,,S,empieza,general,infantil,1,Lugar o acción por donde alguien se va.,Paso que permite abandonar un sitio o acción de partir de él.,"Abertura, vía o momento dispuesto para dejar un recinto o iniciar un trayecto.","En un edificio debe estar señalizada para facilitar la evacuación, mientras en una carrera marca el comienzo.",Diccionario de la lengua española,https://dle.rae.es/salida
general-sostenible-saludo,saludo,,S,empieza,general,infantil,1,Palabra o gesto que usamos al encontrarnos con alguien.,Expresión de cortesía dirigida a otra persona al verla o despedirse.,"Fórmula, gesto o acción con que se muestra atención y respeto en un encuentro.","Puede adoptar la forma de un apretón de manos, una inclinación o unas breves palabras según la cultura.",Diccionario de la lengua española,https://dle.rae.es/saludo
general-sostenible-tabla,tabla,,T,empieza,general,infantil,1,Pieza plana y alargada de madera u otro material.,Pieza lisa de madera que puede servir para construir o apoyar objetos.,Superficie plana que también organiza datos en filas y columnas.,"Una acepción designa el cuadro ordenado de números; otra, una pieza aserrada más ancha que gruesa.",Diccionario de la lengua española,https://dle.rae.es/tabla
general-sostenible-taza,taza,,T,empieza,general,infantil,1,Recipiente pequeño con asa usado para beber líquidos.,Vasija pequeña con asa en la que suelen servirse bebidas calientes.,"Recipiente individual más ancho que alto, usado para tomar café o té.",Pieza de vajilla cuya asa permite sostenerla sin tocar directamente sus paredes.,Diccionario de la lengua española,https://dle.rae.es/taza
general-sostenible-techo,techo,,T,empieza,general,infantil,1,Parte superior que cubre y protege una construcción.,Cubierta de una casa que protege de la lluvia y del sol.,Parte interior superior de una habitación o cubierta exterior de un edificio.,"Elemento que cierra una construcción por arriba y, en sentido figurado, marca un límite máximo.",Diccionario de la lengua española,https://dle.rae.es/techo
general-sostenible-tela,tela,,T,empieza,general,infantil,1,Material hecho con hilos que sirve para confeccionar ropa.,"Producto formado al entrelazar hilos, usado para hacer prendas.",Lámina flexible obtenida al tejer fibras naturales o artificiales.,Estructura textil cuyos hilos de urdimbre y trama se cruzan para formar una superficie.,Diccionario de la lengua española,https://dle.rae.es/tela
general-sostenible-tenis,tenis,,T,empieza,general,infantil,1,Deporte donde jugadores golpean una pelota con raquetas.,Juego de raqueta en el que una red divide la cancha.,Deporte en que la pelota debe pasar sobre una red y botar dentro del campo rival.,"Disciplina disputada en individuales o dobles, con puntos contados como quince, treinta y cuarenta.",Diccionario de la lengua española,https://dle.rae.es/tenis
general-sostenible-termo,termo,,T,empieza,general,infantil,1,Recipiente que conserva una bebida caliente o fría.,Envase aislado que mantiene la temperatura de lo que contiene.,Recipiente de doble pared empleado para conservar líquidos fríos o calientes.,Vasija cuyo aislamiento térmico reduce el intercambio de calor con el exterior.,Diccionario de la lengua española,https://dle.rae.es/termo
general-sostenible-tierra,tierra,,T,empieza,general,infantil,1,Suelo donde crecen plantas y viven muchos animales.,Capa del suelo en la que se plantan semillas.,Materia suelta que compone el terreno y también nombre de nuestro planeta.,"En minúscula puede ser suelo cultivable; con mayúscula, el tercer planeta del sistema solar.",Diccionario de la lengua española,https://dle.rae.es/tierra
general-sostenible-tigre,tigre,,T,empieza,general,infantil,1,Felino grande de pelaje anaranjado con rayas negras.,Gran gato salvaje asiático reconocible por sus rayas.,Felino carnívoro de pelaje amarillo rojizo atravesado por franjas oscuras.,Es el mayor de los félidos actuales y cada ejemplar presenta un patrón de rayas propio.,Diccionario de la lengua española,https://dle.rae.es/tigre
general-sostenible-tijera,tijera,,T,empieza,general,infantil,1,Herramienta con dos hojas usada para cortar papel o tela.,Utensilio que corta al juntar dos hojas con filo.,Instrumento de dos cuchillas articuladas que se abren y cierran con los dedos.,Herramienta cuyo punto de apoyo permite que dos hojas opuestas actúen simultáneamente.,Diccionario de la lengua española,https://dle.rae.es/tijera
general-sostenible-tinta,tinta,,T,empieza,general,infantil,1,"Líquido coloreado usado para escribir, dibujar o imprimir.",Sustancia de color que deja marcas una pluma o impresora.,"Preparación líquida o pastosa que permite escribir, estampar o imprimir.",Mezcla con pigmentos o colorantes que se fija sobre un soporte para producir texto o imagen.,Diccionario de la lengua española,https://dle.rae.es/tinta
general-sostenible-tobogan,tobogán,,T,empieza,general,infantil,1,Rampa inclinada por donde los niños bajan deslizándose.,Juego de plaza con una rampa por la que se baja sentado.,Plano inclinado y pulido destinado a deslizarse desde una altura.,Estructura recreativa cuyo descenso aprovecha la gravedad y reduce el rozamiento.,Diccionario de la lengua española,https://dle.rae.es/tobog%C3%A1n
general-sostenible-toalla,toalla,,T,empieza,general,infantil,1,Tela absorbente usada para secar el cuerpo o las manos.,Paño que absorbe el agua después de lavarse o bañarse.,Pieza de tejido afelpado destinada a secar personas u objetos.,Lienzo absorbente cuyos bucles de hilo aumentan la superficie capaz de retener humedad.,Diccionario de la lengua española,https://dle.rae.es/toalla
general-sostenible-tornado,tornado,,T,empieza,general,infantil,1,Columna de aire que gira rápidamente durante una tormenta.,Remolino de viento muy fuerte que baja de una nube al suelo.,Torbellino atmosférico con forma de embudo y enorme velocidad de rotación.,Columna de aire en rotación que conecta una nube de tormenta con la superficie terrestre.,Diccionario de la lengua española,https://dle.rae.es/tornado
general-sostenible-toro,toro,,T,empieza,general,infantil,1,Mamífero macho grande que tiene cuernos y mucha fuerza.,Macho adulto del ganado vacuno.,"Bovino macho no castrado, de cuerpo robusto y cabeza armada con cuernos.","Ejemplar masculino adulto de la especie bovina, tradicionalmente empleado como reproductor.",Diccionario de la lengua española,https://dle.rae.es/toro
general-sostenible-torta,torta,,T,empieza,general,infantil,1,Alimento dulce horneado que suele compartirse en celebraciones.,Preparación de masa dulce que suele llevar velas en los cumpleaños.,Pastel horneado que puede dividirse en capas y cubrirse o rellenarse.,"En varios países americanos, elaboración de repostería hecha con masa cocida y adornada.",Diccionario de la lengua española,https://dle.rae.es/torta
general-sostenible-tractor,tractor,,T,empieza,general,infantil,1,Vehículo fuerte usado para trabajar en campos agrícolas.,Máquina con ruedas grandes que ayuda a trabajar la tierra.,"Vehículo agrícola que arrastra arados, sembradoras y otras herramientas.",Máquina autopropulsada diseñada para proporcionar gran fuerza de tracción a baja velocidad.,Diccionario de la lengua española,https://dle.rae.es/tractor
general-sostenible-tren,tren,,T,empieza,general,infantil,1,Transporte formado por vagones que circulan sobre rieles.,Medio de transporte cuyos coches unidos avanzan por una vía.,Serie de vagones arrastrados por una locomotora sobre carriles.,Convoy ferroviario compuesto por unidades acopladas que circulan por una vía guiada.,Diccionario de la lengua española,https://dle.rae.es/tren
general-sostenible-triangulo,triángulo,,T,empieza,general,infantil,1,Figura geométrica que tiene exactamente tres lados.,Forma cerrada dibujada con tres segmentos.,"Polígono determinado por tres lados, tres vértices y tres ángulos.",Figura cuya suma de ángulos interiores es ciento ochenta grados en geometría euclidiana.,Diccionario de la lengua española,https://dle.rae.es/tri%C3%A1ngulo
general-sostenible-trompo,trompo,,T,empieza,general,infantil,1,Juguete que gira sobre una punta al lanzarlo.,Juguete que da vueltas equilibrado sobre su punta.,Peonza que rota al desenrollar con fuerza una cuerda enrollada a su cuerpo.,Cuerpo de revolución cuyo giro estabiliza temporalmente su eje sobre una punta.,Diccionario de la lengua española,https://dle.rae.es/trompo
general-sostenible-teclado,teclado,,T,empieza,general,infantil,1,Conjunto de teclas usado para escribir en una computadora.,Parte de la computadora formada por botones con letras y números.,Dispositivo de entrada compuesto por teclas para introducir caracteres y órdenes.,Periférico heredero de la máquina de escribir que convierte pulsaciones en señales digitales.,Diccionario de la lengua española,https://dle.rae.es/teclado
general-sostenible-ubicacion,ubicación,,U,empieza,general,infantil,1,Lugar exacto donde se encuentra una persona o cosa.,Dato que indica en qué lugar está algo.,Posición de una persona o cosa dentro de un espacio determinado.,"Emplazamiento definido mediante referencias, dirección o coordenadas.",Diccionario de la lengua española,https://dle.rae.es/ubicaci%C3%B3n
general-sostenible-ubre,ubre,,U,empieza,general,infantil,1,Parte de algunos animales donde se produce y guarda leche.,Órgano de la vaca y otros mamíferos del que sale la leche.,"Glándula mamaria de las hembras de ciertos animales, provista de pezones.",Órgano glandular de mamíferos como vacas y cabras donde se secreta la leche.,Diccionario de la lengua española,https://dle.rae.es/ubre
general-sostenible-ufano,ufano,,U,empieza,general,infantil,1,Que se siente muy orgulloso y satisfecho por algo.,Muy contento y orgulloso de algo conseguido.,Satisfecho de sí mismo y dispuesto a mostrarlo.,Adjetivo para quien manifiesta complacencia o presunción por sus cualidades o logros.,Diccionario de la lengua española,https://dle.rae.es/ufano
general-sostenible-ultimo,último,,U,empieza,general,infantil,1,Que aparece después de todos los demás en un orden.,El que está al final y no tiene ninguno detrás.,Que ocupa el lugar posterior a todos los demás de una serie.,Elemento que cierra una sucesión y carece de otro que lo siga dentro de ella.,Diccionario de la lengua española,https://dle.rae.es/%C3%BAltimo
general-sostenible-union,unión,,U,empieza,general,infantil,1,Acción de juntar varias partes para formar un conjunto.,Resultado de juntar cosas que estaban separadas.,Enlace o acción por la que varias partes forman un todo.,"Vínculo que integra elementos distintos, y también operación que reúne conjuntos.",Diccionario de la lengua española,https://dle.rae.es/uni%C3%B3n
general-sostenible-unidad,unidad,,U,empieza,general,infantil,1,Una sola cosa considerada completa o parte de una cantidad.,Cada elemento completo cuando contamos varias cosas.,Cantidad tomada como referencia o individuo que forma parte de un conjunto.,Magnitud patrón usada para medir y cualidad de aquello que constituye un todo indivisible.,Diccionario de la lengua española,https://dle.rae.es/unidad
general-sostenible-uno,uno,,U,empieza,general,infantil,1,Primer número natural usado para contar una sola cosa.,Número que representa una sola cosa.,Primer número natural y elemento neutro de la multiplicación.,Cantidad que precede al dos y no modifica un valor cuando lo multiplica.,Diccionario de la lengua española,https://dle.rae.es/uno
general-sostenible-una,uña,,U,empieza,general,infantil,1,Lámina dura que protege la punta de cada dedo.,Cubierta dura que crece en la punta de los dedos.,Placa de queratina que protege el extremo de cada dedo.,Estructura córnea formada principalmente por queratina sobre la cara dorsal de la falange.,Diccionario de la lengua española,https://dle.rae.es/u%C3%B1a
general-sostenible-urbano,urbano,,U,empieza,general,infantil,1,Relacionado con una ciudad y sus calles o edificios.,Que pertenece a la ciudad o sucede en ella.,Relacionado con los núcleos de población y opuesto a rural.,"Adjetivo aplicado al espacio, servicios o vida propios de una ciudad.",Diccionario de la lengua española,https://dle.rae.es/urbano
general-sostenible-urgencia,urgencia,,U,empieza,general,infantil,1,Situación que necesita atención o ayuda sin esperar.,Problema que debe atenderse enseguida.,Necesidad apremiante que no admite demora.,Situación cuya gravedad o inmediatez exige una actuación prioritaria.,Diccionario de la lengua española,https://dle.rae.es/urgencia
general-sostenible-usar,usar,,U,empieza,general,infantil,1,Emplear una cosa para cumplir una tarea determinada.,Servirse de un objeto para hacer algo.,Emplear una cosa como instrumento para un fin.,Poner algo en práctica o hacerlo servir conforme a su función.,Diccionario de la lengua española,https://dle.rae.es/usar
general-sostenible-uso,uso,,U,empieza,general,infantil,1,Acción de emplear una cosa para algún propósito.,Manera o acción de servirse de algo.,Empleo continuado u ocasional que se hace de una cosa.,"Ejercicio o práctica de algo y, por extensión, costumbre aceptada por una comunidad.",Diccionario de la lengua española,https://dle.rae.es/uso
general-sostenible-usuario,usuario,,U,empieza,general,infantil,1,"Persona que utiliza un servicio, aparato o programa.","Persona que usa una aplicación, un transporte u otro servicio.",Quien tiene derecho a utilizar de forma habitual un bien o sistema.,Individuo que accede a un servicio y suele identificarse mediante una cuenta.,Diccionario de la lengua española,https://dle.rae.es/usuario
general-sostenible-util,útil,,U,empieza,general,infantil,1,Que sirve para hacer algo o resolver una necesidad.,Que ayuda a conseguir un resultado o solucionar un problema.,Capaz de satisfacer una necesidad o cumplir una función.,Adjetivo de aquello que produce provecho práctico o sirve eficazmente para un fin.,Diccionario de la lengua española,https://dle.rae.es/%C3%BAtil
general-sostenible-utilidad,utilidad,,U,empieza,general,infantil,1,Capacidad de una cosa para servir o ayudar.,Ventaja o ayuda que puede ofrecer una cosa.,Cualidad de servir para un fin y beneficio que se obtiene de algo.,"Aptitud para satisfacer una necesidad; en economía, medida del provecho percibido.",Diccionario de la lengua española,https://dle.rae.es/utilidad
general-sostenible-universidad,universidad,,U,empieza,general,infantil,1,Centro educativo donde se estudian carreras después de la escuela.,Institución donde se cursan estudios superiores al terminar la escuela secundaria.,Centro de enseñanza superior que concede títulos académicos y desarrolla investigación.,Institución organizada en facultades que cultiva distintas disciplinas y otorga grados.,Diccionario de la lengua española,https://dle.rae.es/universidad
general-sostenible-urgente,urgente,,U,empieza,general,infantil,1,Que debe resolverse rápidamente y no puede esperar.,Que necesita hacerse o atenderse de inmediato.,Tan apremiante que no permite retraso.,Califica un asunto cuya resolución debe anteponerse por falta de tiempo o por riesgo.,Diccionario de la lengua española,https://dle.rae.es/urgente
general-sostenible-uruguayo,uruguayo,,U,empieza,general,infantil,1,Persona nacida en Uruguay o relacionada con ese país.,Que nació en Uruguay o pertenece a ese país.,Gentilicio de la persona o cosa procedente de la República Oriental del Uruguay.,"Natural de la nación sudamericana situada entre Argentina y Brasil, o relativo a ella.",Diccionario de la lengua española,https://dle.rae.es/uruguayo
general-sostenible-ustedes,ustedes,,U,empieza,general,infantil,1,Palabra usada para dirigirse a varias personas a la vez.,Pronombre con el que hablamos a dos o más personas.,Forma empleada para dirigirse directamente a un grupo.,Pronombre personal de segunda persona plural que concuerda con verbos en tercera persona.,Diccionario de la lengua española,https://dle.rae.es/ustedes
general-sostenible-usual,usual,,U,empieza,general,infantil,1,Que sucede o se utiliza de manera frecuente.,Que ocurre a menudo y no resulta extraño.,Habitual o frecuente dentro de una situación determinada.,Adjetivo de lo establecido por el uso o repetido con regularidad.,Diccionario de la lengua española,https://dle.rae.es/usual
general-sostenible-vaca,vaca,,V,empieza,general,infantil,1,Animal de granja que produce leche y come pasto.,"Hembra adulta del ganado bovino, criada por su leche.",Mamífero rumiante doméstico cuya cría recibe el nombre de ternero.,"Hembra del toro, perteneciente a una especie bovina domesticada desde la antigüedad.",Diccionario de la lengua española,https://dle.rae.es/vaca
general-sostenible-vaso,vaso,,V,empieza,general,infantil,1,Recipiente sin asa usado normalmente para beber líquidos.,Envase abierto y sin asa del que bebemos.,Recipiente generalmente cilíndrico empleado para contener líquidos.,Pieza de mesa más alta que ancha y también conducto por el que circula sangre o savia.,Diccionario de la lengua española,https://dle.rae.es/vaso
general-sostenible-vecino,vecino,,V,empieza,general,infantil,1,Persona que vive cerca de nuestra casa.,Quien vive en una casa o barrio próximo.,"Habitante de un mismo pueblo, edificio o zona respecto de otro.","Persona que comparte proximidad residencial y, tradicionalmente, miembro de una comunidad local.",Diccionario de la lengua española,https://dle.rae.es/vecino
general-sostenible-vela,vela,,V,empieza,general,infantil,1,Objeto de cera con mecha que produce luz al encenderse.,Cilindro de cera con un hilo central que se enciende.,Fuente de luz formada por una mecha rodeada de combustible sólido.,Pieza combustible cuya mecha mantiene una llama; la misma voz nombra el paño de un barco.,Diccionario de la lengua española,https://dle.rae.es/vela
general-sostenible-velero,velero,,V,empieza,general,infantil,1,Barco que avanza impulsado principalmente por sus velas.,Embarcación que aprovecha el viento para navegar.,Barco provisto de paños sujetos a mástiles que reciben el impulso del aire.,Nave cuya propulsión principal procede de la fuerza aerodinámica ejercida sobre sus velas.,Diccionario de la lengua española,https://dle.rae.es/velero
general-sostenible-velocidad,velocidad,,V,empieza,general,infantil,1,Rapidez con la que se mueve una persona o cosa.,Medida de lo rápido que algo cambia de lugar.,Distancia recorrida por un móvil durante una unidad de tiempo.,"Magnitud que relaciona desplazamiento y tiempo e incluye rapidez, dirección y sentido.",Diccionario de la lengua española,https://dle.rae.es/velocidad
general-sostenible-verdura,verdura,,V,empieza,general,infantil,1,Planta comestible que suele formar parte de comidas saludables.,"Parte comestible de una planta, como la acelga o la espinaca.",Hortaliza cuyo color verde suele deberse a la clorofila.,"Nombre común de diversas plantas comestibles, especialmente sus hojas y tallos tiernos.",Diccionario de la lengua española,https://dle.rae.es/verdura
general-sostenible-vereda,vereda,,V,empieza,general,infantil,1,Camino junto a la calle reservado para los peatones.,Espacio al costado de la calle por donde camina la gente.,Franja elevada destinada al tránsito de peatones en una vía urbana.,En varios países americanos equivale a acera; también puede designar una senda estrecha.,Diccionario de la lengua española,https://dle.rae.es/vereda
general-sostenible-verano,verano,,V,empieza,general,infantil,1,"Estación más cálida del año, anterior al otoño.",Época del año de días largos y mucho calor.,Estación comprendida entre la primavera y el otoño.,Periodo que comienza en el solsticio estival y termina en el equinoccio siguiente.,Diccionario de la lengua española,https://dle.rae.es/verano
general-sostenible-verde,verde,,V,empieza,general,infantil,1,Color de las hojas y de muchas plantas.,Color típico del pasto y las hojas sanas.,Tono situado entre el amarillo y el azul en el espectro visible.,Color complementario del magenta en síntesis aditiva y asociado a la clorofila vegetal.,Diccionario de la lengua española,https://dle.rae.es/verde
general-sostenible-video,video,,V,empieza,general,infantil,1,Grabación de imágenes en movimiento que puede incluir sonido.,Archivo o grabación que muestra una sucesión de imágenes móviles.,"Sistema que registra, reproduce o transmite imágenes, generalmente acompañadas de sonido.",Señal audiovisual formada por fotogramas sucesivos cuya frecuencia crea ilusión de movimiento.,Diccionario de la lengua española,https://dle.rae.es/video
general-sostenible-viernes,viernes,,V,empieza,general,infantil,1,Día de la semana que viene después del jueves.,Día que está entre el jueves y el sábado.,Quinto día de la semana laboral en muchos calendarios.,Su nombre procede de Venus y ocupa el quinto lugar si la semana comienza el lunes.,Diccionario de la lengua española,https://dle.rae.es/viernes
general-sostenible-vinagre,vinagre,,V,empieza,general,infantil,1,Líquido ácido usado para condimentar ensaladas y comidas.,Condimento de sabor agrio que se agrega a ensaladas.,Líquido ácido obtenido por fermentación y usado para sazonar o conservar.,Producto en el que bacterias acéticas transforman alcohol en ácido acético.,Diccionario de la lengua española,https://dle.rae.es/vinagre
general-sostenible-violeta,violeta,,V,empieza,general,infantil,1,Color que resulta de mezclar azul con rojo.,Tono parecido al de una flor del mismo nombre.,"Color del extremo de onda corta del espectro visible, cercano al morado.",Color espectral posterior al azul y también planta de flores pequeñas y aromáticas.,Diccionario de la lengua española,https://dle.rae.es/violeta
general-sostenible-visita,visita,,V,empieza,general,infantil,1,Persona que llega a una casa para ver a alguien.,Persona recibida temporalmente en una casa o lugar.,"Acción de ir a ver a alguien, o quien acude con ese propósito.","Estancia breve motivada por cortesía, amistad, inspección o atención profesional.",Diccionario de la lengua española,https://dle.rae.es/visita
general-sostenible-vista,vista,,V,empieza,general,infantil,1,"Sentido que permite percibir formas, colores y distancias.",Sentido con el que vemos lo que nos rodea.,Capacidad de percibir la luz mediante los ojos y también panorama observable.,Función sensorial que transforma estímulos luminosos en información sobre formas y distancias.,Diccionario de la lengua española,https://dle.rae.es/vista
general-sostenible-vitamina,vitamina,,V,empieza,general,infantil,1,Sustancia que el cuerpo necesita para crecer y mantenerse sano.,Nutriente que necesitamos en pequeñas cantidades para estar sanos.,Sustancia orgánica esencial que el organismo suele obtener de los alimentos.,Micronutriente indispensable para procesos metabólicos y requerido en dosis reducidas.,Diccionario de la lengua española,https://dle.rae.es/vitamina
general-sostenible-volante,volante,,V,empieza,general,infantil,1,Pieza redonda usada para dirigir un automóvil.,Aro que el conductor gira para cambiar la dirección del auto.,Mando circular conectado al sistema de dirección de un vehículo.,Pieza que transmite el giro de las manos a las ruedas directrices; también folleto impreso.,Diccionario de la lengua española,https://dle.rae.es/volante
general-sostenible-volcan,volcán,,V,empieza,general,infantil,1,"Montaña que puede expulsar lava, ceniza y gases.",Abertura o montaña de la que pueden salir lava y cenizas.,Estructura geológica conectada con el interior terrestre por la que emerge magma.,Edificio formado por materiales eruptivos alrededor de un conducto de emisión.,Diccionario de la lengua española,https://dle.rae.es/volc%C3%A1n
general-sostenible-vuelo,vuelo,,V,empieza,general,infantil,1,Viaje realizado por un avión u otro vehículo aéreo.,"Desplazamiento por el aire de un ave, avión u otro objeto.","Acción de sostenerse y trasladarse en el aire, o trayecto programado de una aeronave.",Movimiento aéreo que requiere sustentación; en aviación también designa un servicio entre aeropuertos.,Diccionario de la lengua española,https://dle.rae.es/vuelo
"general-sostenible-boxeo",boxeo,,X,"contiene","general","infantil",1,"Combate deportivo donde dos rivales llevan guantes acolchados.","Deporte de contacto disputado a puñetazos dentro de un cuadrilátero.","Disciplina en que se atacan y esquivan golpes siguiendo asaltos reglamentados.","El árbitro cuenta hasta diez si un púgil derribado no se levanta.","Diccionario de la lengua española",https://dle.rae.es/boxeo
"general-sostenible-conexion","conexión",,X,"contiene","general","infantil",1,"Enlace que permite unir aparatos, lugares o personas.","Relación establecida entre elementos que quedan comunicados.","Vínculo físico o lógico por el cual circulan datos, energía o transporte.","Puede designar tanto un empalme técnico como la correspondencia entre dos ideas.","Diccionario de la lengua española","https://dle.rae.es/conexi%C3%B3n"
"general-sostenible-excavadora",excavadora,,X,"contiene","general","infantil",1,"Máquina grande que cava y mueve montones de tierra.","Vehículo de obra provisto de una pala articulada para excavar.","Máquina autopropulsada que extrae materiales mediante un brazo y un cucharón.","Su sistema hidráulico permite abrir zanjas y cargar escombros con precisión.","Diccionario de la lengua española",https://dle.rae.es/excavadora
