id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
general-bondi,bondi,,B,empieza,general,lunfardo|argentinismo,1,"En Argentina manera informal de decir colectivo.","Voz popular rioplatense para nombrar al autobús urbano.","Lunfardismo cotidiano que designa el transporte público automotor de pasajeros.",Diccionario de la lengua española,https://dle.rae.es/bondi
general-camino,camino,,C,empieza,general,general,1,"Vía por la que se puede ir de un lugar a otro.","Franja de terreno preparada o utilizada para desplazarse entre dos puntos.","Ruta física o figurada que permite avanzar hacia un destino.",Diccionario de la lengua española,https://dle.rae.es/camino
general-cascada,cascada,,C,empieza,general,general,1,"Caída de agua desde cierta altura.","Corriente de agua que desciende bruscamente por un desnivel del terreno.","Fenómeno fluvial producido cuando el cauce salva una ruptura pronunciada de pendiente.",Diccionario de la lengua española,https://dle.rae.es/cascada
general-ceramica,cerámica,ceramica,C,empieza,general,general,1,"Material hecho con arcilla cocida.","Arte y técnica de fabricar objetos de barro endurecidos por el calor.","Conjunto de productos inorgánicos moldeados y transformados mediante cocción.",Diccionario de la lengua española,https://dle.rae.es/cerámica
general-cifra,cifra,,C,empieza,general,general,1,"Signo que representa un número.","Símbolo utilizado para escribir cantidades numéricas.","Cada uno de los caracteres convencionales con los que se expresan números en un sistema.",Diccionario de la lengua española,https://dle.rae.es/cifra
general-cometa,cometa,,C,empieza,general,general,1,"Cuerpo celeste que puede mostrar una cola luminosa.","Astro pequeño que al acercarse al Sol desarrolla una cabellera y a veces una cola.","Objeto del sistema solar rico en hielo cuya actividad aumenta por el calentamiento solar.",Diccionario de la lengua española,https://dle.rae.es/cometa
general-cotorra,cotorra,,C,empieza,general,general,1,"Ave parecida al loro y de plumaje generalmente verde.","Pájaro capaz de emitir sonidos fuertes e imitar algunas voces.","Ave psitaciforme de pico curvo que también da nombre coloquial a una persona muy habladora.",Diccionario de la lengua española,https://dle.rae.es/cotorra
general-chamuyo,chamuyo,chamullar,C,empieza,general,lunfardo|argentinismo,1,"En Argentina charla usada para convencer o seducir.","Discurso hábil y a veces poco sincero empleado para impresionar a alguien.","Voz lunfarda asociada a una conversación persuasiva cuyo contenido puede ser exagerado o engañoso.",Diccionario de la lengua española,https://dle.rae.es/chamuyo
general-cana,cana,,C,empieza,general,lunfardo|argentinismo,1,"En lunfardo manera de referirse a la policía.","Voz popular rioplatense que puede nombrar a un agente policial o a la institución.","Término de jerga con una acepción policial distinta de la que designa un cabello blanco.",Diccionario de la lengua española,https://dle.rae.es/cana
general-dado,dado,,D,empieza,general,general,1,"Cubo con puntos que se usa en juegos de azar.","Pieza generalmente cúbica cuyas caras indican números mediante puntos.","Objeto poliédrico que al ser arrojado produce un resultado aleatorio en numerosos juegos.",Diccionario de la lengua española,https://dle.rae.es/dado
general-delantal,delantal,,D,empieza,general,general,1,"Prenda que protege la ropa al cocinar o trabajar.","Pieza de tela que se ata delante del cuerpo para evitar manchas.","Indumentaria protectora que cubre principalmente la parte anterior del torso y las piernas.",Diccionario de la lengua española,https://dle.rae.es/delantal
general-desierto,desierto,,D,empieza,general,general,1,"Territorio muy seco y con poca vegetación.","Región con lluvias escasas donde la vida vegetal es limitada.","Bioma definido por su aridez extrema y no necesariamente por la presencia de arena.",Diccionario de la lengua española,https://dle.rae.es/desierto
general-dibujo,dibujo,,D,empieza,general,general,1,"Representación hecha con líneas sobre una superficie.","Imagen creada mediante trazos para mostrar una figura o una idea.","Disciplina y resultado gráfico que define formas principalmente por medio de líneas.",Diccionario de la lengua española,https://dle.rae.es/dibujo
general-domingo,domingo,,D,empieza,general,general,1,"Día de la semana que sigue al sábado.","Jornada semanal que en muchos calendarios se considera de descanso.","Día cuyo nombre español procede de una expresión latina relacionada con el Señor.",Diccionario de la lengua española,https://dle.rae.es/domingo
general-durazno,durazno,,D,empieza,general,argentinismo,1,"Nombre usado en América para la fruta llamada melocotón en España.","Fruto redondo de piel aterciopelada y pulpa dulce.","Drupa del duraznero cuya denominación americana convive con melocotón.",Diccionario de la lengua española,https://dle.rae.es/durazno
general-dique,dique,,D,empieza,general,general,1,"Muro construido para contener o desviar agua.","Obra hidráulica que impide el paso de una corriente o protege una zona.","Estructura transversal destinada a regular niveles almacenar agua o defender terrenos de inundaciones.",Diccionario de la lengua española,https://dle.rae.es/dique
general-deshuesadero,deshuesadero,,D,empieza,general,general,1,"Lugar donde se desarman vehículos para aprovechar sus piezas.","Establecimiento que desmonta automóviles fuera de uso y recupera repuestos.","Instalación dedicada al despiece de máquinas o vehículos para reutilizar componentes.",Diccionario de la lengua española,https://dle.rae.es/deshuesadero
general-eclipse,eclipse,,E,empieza,general,general,1,"Ocultación total o parcial de un astro por otro.","Fenómeno en que un cuerpo celeste bloquea la luz o la visión de otro.","Alineación astronómica que proyecta una sombra o produce una ocultación aparente.",Diccionario de la lengua española,https://dle.rae.es/eclipse
general-edificio,edificio,,E,empieza,general,general,1,"Construcción con paredes y techo destinada a distintos usos.","Obra arquitectónica levantada para vivienda trabajo u otras actividades.","Estructura estable de uno o más niveles concebida para albergar funciones humanas.",Diccionario de la lengua española,https://dle.rae.es/edificio
general-embudo,embudo,,E,empieza,general,general,1,"Utensilio ancho arriba y estrecho abajo para pasar líquidos.","Instrumento cónico que facilita verter una sustancia en una abertura pequeña.","Pieza hueca cuya reducción progresiva de diámetro guía fluidos o materiales granulares.",Diccionario de la lengua española,https://dle.rae.es/embudo
general-enciclopedia,enciclopedia,,E,empieza,general,general,1,"Obra que reúne información sobre muchos temas.","Conjunto organizado de conocimientos generales o especializados para consulta.","Compendio sistemático que presenta saberes en artículos habitualmente ordenados de forma alfabética.",Diccionario de la lengua española,https://dle.rae.es/enciclopedia
general-escoba,escoba,,E,empieza,general,general,1,"Utensilio con fibras que sirve para barrer.","Herramienta doméstica usada para juntar polvo y residuos del suelo.","Instrumento de limpieza formado por un mango y un haz de fibras naturales o sintéticas.",Diccionario de la lengua española,https://dle.rae.es/escoba
general-espejo,espejo,,E,empieza,general,general,1,"Superficie que refleja imágenes.","Objeto pulido en el que una persona puede ver su reflejo.","Superficie capaz de producir reflexión regular de la luz y formar una imagen virtual.",Diccionario de la lengua española,https://dle.rae.es/espejo
general-estrella,estrella,,E,empieza,general,general,1,"Astro que produce luz propia como el Sol.","Enorme esfera de gas que libera energía y brilla en el espacio.","Cuerpo celeste sostenido por gravedad cuya radiación procede de procesos energéticos internos.",Diccionario de la lengua española,https://dle.rae.es/estrella
general-engrupir,engrupir,,E,empieza,general,lunfardo|argentinismo,1,"En Argentina engañar o convencer a alguien con palabras.","Verbo coloquial rioplatense para hacer creer algo falso o seducir con un discurso.","Voz popular que alude a embaucar mediante razones aparentes o promesas.",Diccionario de la lengua española,https://dle.rae.es/engrupir
