id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
general-trucho,trucho,,T,empieza,general,lunfardo|argentinismo,1,"En Argentina, algo falso o de mala calidad.","Adjetivo coloquial rioplatense para una cosa imitada, fraudulenta o poco confiable.","Voz argentina que desacredita la autenticidad o legitimidad de aquello a lo que califica.",Diccionario de la lengua española,https://dle.rae.es/trucho
general-umbral,umbral,,U,empieza,general,general,1,"Parte inferior de la entrada de una puerta.","Pieza o escalón que se cruza al pasar por una puerta y que marca el comienzo de un espacio.","Límite material o figurado cuya superación supone ingresar en otro ámbito o alcanzar un nivel.",Diccionario de la lengua española,https://dle.rae.es/umbral
general-unicornio,unicornio,,U,empieza,general,general,1,"Animal fantástico parecido a un caballo con un cuerno.","Criatura mitológica representada como un caballo blanco con un único cuerno en la frente.","Ser fabuloso cuya iconografía equina y asta frontal simbolizó tradicionalmente pureza y poder.",Diccionario de la lengua española,https://dle.rae.es/unicornio
general-uniforme,uniforme,,U,empieza,general,general,1,"Ropa igual que identifica a miembros de un grupo.","Conjunto de prendas reglamentarias que usan estudiantes, militares o trabajadores.","Indumentaria normalizada que hace reconocible la pertenencia institucional o el desempeño de una función.",Diccionario de la lengua española,https://dle.rae.es/uniforme
general-universo,universo,,U,empieza,general,general,1,"Conjunto de todo lo que existe, incluidas estrellas y planetas.","Totalidad del espacio, la materia, la energía y los cuerpos celestes.","Conjunto de cuanto tiene existencia física, considerado como un sistema regido por leyes cosmológicas.",Diccionario de la lengua española,https://dle.rae.es/universo
general-urna,urna,,U,empieza,general,general,1,"Caja donde se depositan los votos en una elección.","Recipiente cerrado con una abertura usado para introducir papeletas electorales.","Receptáculo que preserva el carácter secreto y el recuento posterior de los sufragios.",Diccionario de la lengua española,https://dle.rae.es/urna
general-urraca,urraca,,U,empieza,general,general,1,"Ave de plumaje blanco y negro conocida por tomar objetos brillantes.","Pájaro de la familia de los córvidos con cola larga y voz áspera.","Córvido de vistoso contraste blanco y negro al que la tradición atribuye afición por objetos relucientes.",Diccionario de la lengua española,https://dle.rae.es/urraca
general-utensilio,utensilio,,U,empieza,general,general,1,"Objeto que se usa para realizar una tarea.","Herramienta sencilla de uso manual destinada a una labor doméstica o profesional.","Objeto práctico cuyo diseño responde a una función concreta y facilita una actividad cotidiana.",Diccionario de la lengua española,https://dle.rae.es/utensilio
general-uva,uva,,U,empieza,general,general,1,"Fruta pequeña que crece en racimos y sirve para hacer vino.","Fruto redondo de la vid que puede comerse fresco, secarse o convertirse en vino.","Baya de la vid cuyo jugo fermentado constituye la materia prima de la elaboración vinícola.",Diccionario de la lengua española,https://dle.rae.es/uva
general-vacuna,vacuna,,V,empieza,general,general,1,"Preparación que ayuda al cuerpo a protegerse de una enfermedad.","Sustancia administrada para que el sistema inmunitario aprenda a combatir un agente infeccioso.","Preparado biológico que induce memoria inmunológica sin provocar normalmente la enfermedad que busca prevenir.",Diccionario de la lengua española,https://dle.rae.es/vacuna
general-valle,valle,,V,empieza,general,general,1,"Terreno bajo situado entre montañas.","Depresión alargada entre elevaciones por la que suele correr un río.","Accidente geográfico deprimido y longitudinal modelado frecuentemente por la erosión fluvial o glaciar.",Diccionario de la lengua española,https://dle.rae.es/valle
general-ventana,ventana,,V,empieza,general,general,1,"Abertura en una pared que deja entrar luz y aire.","Hueco generalmente acristalado que comunica el interior de un edificio con el exterior.","Vano practicado en un muro para proporcionar iluminación, ventilación y visibilidad.",Diccionario de la lengua española,https://dle.rae.es/ventana
general-vestido,vestido,,V,empieza,general,general,1,"Prenda de una sola pieza que cubre el cuerpo.","Ropa que reúne en una misma pieza la parte superior y la falda.","Prenda exterior enteriza cuyo corte integra la cobertura del torso y la porción que desciende desde la cintura.",Diccionario de la lengua española,https://dle.rae.es/vestido
general-viaje,viaje,,V,empieza,general,general,1,"Traslado de un lugar a otro, normalmente lejano.","Recorrido que una persona realiza hasta un destino y, a veces, de regreso.","Desplazamiento entre lugares separados que implica un trayecto y una permanencia temporal fuera del origen.",Diccionario de la lengua española,https://dle.rae.es/viaje
general-viento,viento,,V,empieza,general,general,1,"Aire que se mueve.","Corriente de aire producida por diferencias de presión en la atmósfera.","Movimiento de masas atmosféricas desde zonas de mayor presión hacia otras de menor presión.",Diccionario de la lengua española,https://dle.rae.es/viento
general-violin,violín,violin,V,empieza,general,general,1,"Instrumento de cuatro cuerdas que se toca con un arco.","Instrumento de cuerda pequeño que se apoya entre el hombro y la barbilla para tocarlo.","Cordófono agudo de la familia de arco cuya caja se sostiene bajo el mentón del intérprete.",Diccionario de la lengua española,https://dle.rae.es/violín
general-verso,verso,,V,empieza,general,lunfardo|argentinismo,1,"En Argentina, mentira o historia inventada para engañar.","En el habla coloquial argentina, discurso poco sincero usado para convencer a alguien.","Voz rioplatense que designa una explicación engañosa o una palabrería carente de verdad.",Diccionario de la lengua española,https://dle.rae.es/verso
